,LEA_STATE_NAME,LEAID,LEA_NAME,LEA_ENR,banned_books,SCH_FTETEACH_TOT,NMCNTY,County Name,overall_TPI,Closest_Match,Median Household Income,School District,dist_key
275,TEXAS,4810990,BOWIE ISD,1696,False,0.07382075471698113,montague,montague,0.89,BOWIE,45939.0,"Bowie Independent School District / 10,103",BOWIE
276,TEXAS,4811010,BOYD ISD,1334,False,0.06746626686656672,wise,wise,0.855,BOYD,50382.0,"Boyd Independent School District / 5,566",BOYD
277,TEXAS,4811040,BOYS RANCH ISD,303,False,0.17594059405940596,oldham,oldham,0.925,BOYS RANCH,67679.0,Boys Ranch Independent School District / 77,BOYS RANCH
278,TEXAS,4811070,BRACKETT ISD,585,False,0.09702564102564103,kinney,kinney,0.73,BRACKETT,32473.0,"Brackett Independent School District / 3,598",BRACKETT
279,TEXAS,4811110,BRADY ISD,1178,False,0.07928692699490662,mcculloch,mcculloch,0.855,BRADY,39010.0,"Brady Independent School District / 7,205",BRADY
280,TEXAS,4811190,BRAZOSPORT ISD,12344,False,0.06658943616331821,brazoria,brazoria,0.61,BRAZOSPORT,55847.0,"Brazosport Independent School District / 62,345",BRAZOSPORT
281,TEXAS,4811220,BRECKENRIDGE ISD,1499,False,0.08138759172781855,stephens,stephens,0.905,BRECKENRIDGE,42908.0,"Breckenridge Independent School District / 9,353",BRECKENRIDGE
282,TEXAS,4811250,BREMOND ISD,487,False,0.09741273100616016,robertson,robertson,0.72,BREMOND,51500.0,"Bremond Independent School District / 2,031",BREMOND
283,TEXAS,4811280,BRENHAM ISD,5029,False,0.06979518791012129,washington,washington,0.775,BRENHAM,48775.0,"Brenham Independent School District / 31,080",BRENHAM
284,TEXAS,4811310,BRIDGE CITY ISD,2987,False,0.06317375292936056,orange,orange,0.8250000000000001,BRIDGE CITY,59319.0,"Bridge City Independent School District / 13,434",BRIDGE CITY
285,TEXAS,4811340,BRIDGEPORT ISD,2039,False,0.07856792545365375,wise,wise,0.855,BRIDGEPORT,51549.0,"Bridgeport Independent School District / 11,903",BRIDGEPORT
286,TEXAS,4811400,FORT ELLIOTT CISD,135,False,0.14074074074074075,wheeler,wheeler,0.93,FORT BEND,81952.0,"Fort Bend Independent School District / 368,856",FORT BEND
287,TEXAS,4811430,BROADDUS ISD,409,False,0.08557457212713937,san augustine,san augustine,0.76,BROADDUS,30179.0,"Broaddus Independent School District / 3,051",BROADDUS
288,TEXAS,4811460,BROCK ISD,1372,False,0.06873177842565598,parker,parker,0.84,BROCK,76995.0,"Brock Independent School District / 4,373",BROCK
289,TEXAS,4811490,BRONTE ISD,247,False,0.10040485829959514,coke,coke,0.91,BRONTE,39306.0,"Bronte Independent School District / 1,507",BRONTE
290,TEXAS,4811520,BROOKELAND ISD,411,False,0.09732360097323602,sabine,sabine,0.885,BROOKELAND,50368.0,"Brookeland Independent School District / 1,898",BROOKELAND
291,TEXAS,4811550,BROOKESMITH ISD,123,False,0.12601626016260162,brown,brown,0.875,BROOKESMITH,61484.0,Brookesmith Independent School District / 832,BROOKESMITH
292,TEXAS,4811580,BROOKS COUNTY ISD,1588,False,0.06297229219143577,brooks,brooks,-0.675,BROOKS COUNTY,22176.0,"Brooks County Independent School District / 7,200",BROOKS COUNTY
293,TEXAS,4811610,BROWNFIELD ISD,1750,False,0.08157142857142857,terry,terry,0.795,BROWNFIELD,37341.0,"Brownfield Independent School District / 10,805",BROWNFIELD
294,TEXAS,4811640,BROWNSBORO ISD,2707,False,0.07251939416328039,henderson,henderson,0.8150000000000001,BROWNSBORO,44920.0,"Brownsboro Independent School District / 15,411",BROWNSBORO
295,TEXAS,4811680,BROWNSVILLE ISD,45550,False,0.06592447859495061,cameron,cameron,-0.5900000000000001,BROWNSVILLE,30375.0,"Brownsville Independent School District / 191,211",BROWNSVILLE
296,TEXAS,4811700,BROWNWOOD ISD,3692,False,0.06960996749729144,brown,brown,0.875,BROWNWOOD,38791.0,"Brownwood Independent School District / 21,084",BROWNWOOD
297,TEXAS,4811730,BRUCEVILLE-EDDY ISD,691,False,0.09406657018813314,mclennan,mclennan,0.65,BRUCEVILLE-EDDY,42428.0,"Bruceville-Eddy Independent School District / 4,027",BRUCEVILLE-EDDY
298,TEXAS,4811790,BRYAN ISD,16162,False,0.07173369632471228,brazos,brazos,0.61,BRYAN,41168.0,"Bryan Independent School District / 94,730",BRYAN
299,TEXAS,4811820,BRYSON ISD,261,False,0.08390804597701149,jack,jack,0.915,BRYSON,34415.0,"Bryson Independent School District / 1,574",BRYSON
300,TEXAS,4811850,BUCKHOLTS ISD,145,False,0.07586206896551724,milam,milam,0.775,BUCKHOLTS,31250.0,Buckholts Independent School District / 776,BUCKHOLTS
301,TEXAS,4811910,BUENA VISTA ISD,244,False,0.06557377049180328,pecos,pecos,0.665,BUENA VISTA,70833.0,Buena Vista Independent School District / 444,BUENA VISTA
302,TEXAS,4811990,BUFFALO ISD,945,False,0.08253968253968254,leon,leon,0.885,BUFFALO,51441.0,"Buffalo Independent School District / 5,919",BUFFALO
303,TEXAS,4812060,BULLARD ISD,2553,False,0.08013709361535448,cherokee,cherokee,0.8,BULLARD,54989.0,"Bullard Independent School District / 11,887",BULLARD
304,TEXAS,4812090,BUNA ISD,1530,False,0.0718954248366013,jasper,jasper,0.8200000000000001,BUNA,44929.0,"Buna Independent School District / 8,194",BUNA
305,TEXAS,4812120,BURKBURNETT ISD,3225,False,0.08062015503875969,wichita,wichita,0.73,BURKBURNETT,54255.0,"Burkburnett Independent School District / 19,551",BURKBURNETT
306,TEXAS,4812150,BURKEVILLE ISD,258,False,0.08387596899224807,newton,newton,0.805,BURKEVILLE,39861.0,"Burkeville Independent School District / 3,131",BURKEVILLE
307,TEXAS,4812180,BURLESON ISD,12219,False,0.0637687208445863,johnson,johnson,0.78,BURLESON,69500.0,"Burleson Independent School District / 55,866",BURLESON
308,TEXAS,4812220,BURNET CISD,3201,False,0.06579194001874414,burnet,burnet,0.785,BURNET CONSOLIDATED,52127.0,"Burnet Consolidated Independent School District / 21,985",BURNET CONSOLIDATED
309,TEXAS,4812240,BURTON ISD,456,False,0.08552631578947369,washington,washington,0.775,BURTON,57917.0,"Burton Independent School District / 2,974",BURTON
310,TEXAS,4812360,BYNUM ISD,179,False,0.1005586592178771,hill,hill,0.8200000000000001,BYNUM,56071.0,"Bynum Independent School District / 1,066",BYNUM
311,TEXAS,4812390,CADDO MILLS ISD,1736,False,0.07482718894009217,hunt,hunt,0.78,CADDO MILLS,72098.0,"Caddo Mills Independent School District / 6,104",CADDO MILLS
312,TEXAS,4812420,CALALLEN ISD,4062,False,0.06819300837026096,nueces,nueces,0.52,ALLEN,101059.0,"Allen Independent School District / 89,748",ALLEN
313,TEXAS,4812460,CALDWELL ISD,1804,False,0.07405764966740576,burleson,burleson,0.8,CALDWELL,54639.0,"Caldwell Independent School District / 9,837",CALDWELL
314,TEXAS,4812480,CALHOUN COUNTY ISD,3910,False,0.06673657289002558,calhoun,calhoun,0.725,CALHOUN COUNTY,47546.0,"Calhoun County Independent School District / 21,569",CALHOUN COUNTY
315,TEXAS,4812510,CALLISBURG ISD,1154,False,0.06932409012131716,cooke,cooke,0.845,CALLISBURG,61573.0,"Callisburg Independent School District / 7,599",CALLISBURG
316,TEXAS,4812540,CALVERT ISD,164,False,0.11463414634146342,robertson,robertson,0.72,CALVERT,22308.0,"Calvert Independent School District / 1,604",CALVERT
317,TEXAS,4812640,CAMERON ISD,1854,False,0.07475188781014024,milam,milam,0.775,CAMERON,36460.0,"Cameron Independent School District / 7,641",CAMERON
318,TEXAS,4812660,CAMPBELL ISD,334,False,0.0718562874251497,hunt,hunt,0.78,CAMPBELL,47206.0,"Campbell Independent School District / 1,768",CAMPBELL
319,TEXAS,4812700,CANADIAN ISD,930,False,0.08967741935483872,hemphill,hemphill,0.885,CANADIAN,57287.0,"Canadian Independent School District / 3,893",CANADIAN
320,TEXAS,4812750,CANTON ISD,2184,False,0.06639194139194139,van zandt,van zandt,0.875,ANTON,45714.0,"Anton Independent School District / 1,514",ANTON
321,TEXAS,4812780,CANUTILLO ISD,6201,True,0.06426382841477181,el paso,el paso,-0.685,CANUTILLO,49664.0,"Canutillo Independent School District / 30,535",CANUTILLO
322,TEXAS,4812810,CANYON ISD,10003,False,0.0621813455963211,randall,randall,0.8200000000000001,CANYON,65386.0,"Canyon Independent School District / 53,306",CANYON
323,TEXAS,4812870,CARLISLE ISD,636,False,0.08504716981132077,rusk,rusk,0.795,CARLISLE,47159.0,"Carlisle Independent School District / 2,420",CARLISLE
324,TEXAS,4812990,CARRIZO SPRINGS CISD,2211,False,0.06752600633197649,dimmit,dimmit,-0.665,SPRING,52991.0,"Spring Independent School District / 178,081",SPRING
325,TEXAS,4813020,CARROLL ISD,8359,False,0.06259002272999163,tarrant,tarrant,0.53,CARROLL,169401.0,"Carroll Independent School District / 29,265",CARROLL
326,TEXAS,4813050,CARROLLTON-FARMERS BRANCH ISD,25173,False,0.07063123187542208,dallas,dallas,-0.63,CARROLLTON-FARMERS BRANCH,59799.0,"Carrollton-Farmers Branch Independent School District / 176,223",CARROLLTON-FARMERS BRANCH
327,TEXAS,4813110,CARTHAGE ISD,2685,False,0.07113594040968342,panola,panola,0.8250000000000001,CARTHAGE,51746.0,"Carthage Independent School District / 16,677",CARTHAGE
328,TEXAS,4813170,CASTLEBERRY ISD,3918,False,0.0638080653394589,tarrant,tarrant,0.53,CASTLEBERRY,36210.0,"Castleberry Independent School District / 19,763",CASTLEBERRY
329,TEXAS,4813200,CAYUGA ISD,576,False,0.0859375,anderson,anderson,0.8,CAYUGA,43822.0,"Cayuga Independent School District / 11,068",CAYUGA
330,TEXAS,4813230,CEDAR HILL ISD,7853,False,0.061488603081624855,dallas,dallas,-0.63,CEDAR HILL,66044.0,"Cedar Hill Independent School District / 46,851",CEDAR HILL
331,TEXAS,4813260,CELESTE ISD,490,False,0.08979591836734693,hunt,hunt,0.78,CELESTE,43631.0,"Celeste Independent School District / 2,168",CELESTE
332,TEXAS,4813290,CELINA ISD,2576,False,0.06793478260869565,collin,collin,0.5700000000000001,CELINA,88052.0,"Celina Independent School District / 9,170",CELINA
333,TEXAS,4813320,CENTER ISD,2670,False,0.07865168539325842,shelby,shelby,0.81,CENTER,36504.0,"Center Independent School District / 11,709",CENTER
334,TEXAS,4813350,CENTER POINT ISD,576,False,0.07135416666666666,kerr,kerr,0.785,CENTER POINT,44606.0,"Center Point Independent School District / 3,868",CENTER POINT
335,TEXAS,4813380,CENTERVILLE ISD,183,False,0.14207650273224043,trinity,trinity,0.8200000000000001,CENTERVILLE,59500.0,"Centerville Independent School District / 1,040",CENTERVILLE
336,TEXAS,4813380,CENTERVILLE ISD,183,False,0.14207650273224043,trinity,trinity,0.8200000000000001,CENTERVILLE,49043.0,"Centerville Independent School District / 4,478",CENTERVILLE
337,TEXAS,4813410,CENTERVILLE ISD,684,False,0.09078947368421053,leon,leon,0.885,CENTERVILLE,59500.0,"Centerville Independent School District / 1,040",CENTERVILLE
338,TEXAS,4813410,CENTERVILLE ISD,684,False,0.09078947368421053,leon,leon,0.885,CENTERVILLE,49043.0,"Centerville Independent School District / 4,478",CENTERVILLE
339,TEXAS,4813440,CENTRAL HEIGHTS ISD,1133,False,0.07325684024713151,nacogdoches,nacogdoches,0.68,CENTRAL HEIGHTS,49002.0,"Central Heights Independent School District / 3,686",CENTRAL HEIGHTS
340,TEXAS,4813500,CENTRAL ISD,1514,False,0.07529722589167767,angelina,angelina,0.75,CENTRAL,49939.0,"Central Independent School District / 7,648",CENTRAL
341,TEXAS,4813530,LUMBERTON ISD,4001,False,0.06473381654586353,hardin,hardin,0.875,LUMBERTON,61850.0,"Lumberton Independent School District / 20,313",LUMBERTON
342,TEXAS,4813590,CHANNELVIEW ISD,9691,False,0.05724280260035084,harris,harris,-0.54,CHANNELVIEW,49489.0,"Channelview Independent School District / 36,929",CHANNELVIEW
343,TEXAS,4813620,CHANNING ISD,181,False,0.10220994475138122,hartley,hartley,0.915,CHANNING,41250.0,Channing Independent School District / 912,CHANNING
344,TEXAS,4813650,CHAPEL HILL ISD,3559,False,0.07474009553245294,smith,smith,0.72,CHAPEL HILL,56778.0,"Chapel Hill Independent School District / 3,840",CHAPEL HILL
345,TEXAS,4813650,CHAPEL HILL ISD,3559,False,0.07474009553245294,smith,smith,0.72,CHAPEL HILL,41203.0,"Chapel Hill Independent School District / 23,644",CHAPEL HILL
346,TEXAS,4813680,CHAPEL HILL ISD,1057,False,0.08230842005676443,titus,titus,0.745,CHAPEL HILL,56778.0,"Chapel Hill Independent School District / 3,840",CHAPEL HILL
347,TEXAS,4813680,CHAPEL HILL ISD,1057,False,0.08230842005676443,titus,titus,0.745,CHAPEL HILL,41203.0,"Chapel Hill Independent School District / 23,644",CHAPEL HILL
348,TEXAS,4813710,CHARLOTTE ISD,497,False,0.06639839034205232,atascosa,atascosa,0.665,CHARLOTTE,30793.0,"Charlotte Independent School District / 2,482",CHARLOTTE
349,TEXAS,4813740,CHEROKEE ISD,114,False,0.13219298245614036,san saba,san saba,0.895,CHEROKEE,49063.0,Cherokee Independent School District / 661,CHEROKEE
350,TEXAS,4813770,CHESTER ISD,205,False,0.08780487804878048,tyler,tyler,0.855,CHESTER,50192.0,"Chester Independent School District / 1,352",CHESTER
351,TEXAS,4813800,CHICO ISD,606,False,0.07409240924092408,wise,wise,0.855,CHICO,49408.0,"Chico Independent School District / 3,585",CHICO
352,TEXAS,4813860,CHILDRESS ISD,1115,False,0.08197309417040359,childress,childress,0.88,CHILDRESS,48851.0,"Childress Independent School District / 7,093",CHILDRESS
353,TEXAS,4813890,CHILLICOTHE ISD,219,False,0.0867579908675799,hardeman,hardeman,0.86,CHILLICOTHE,47543.0,"Chillicothe Independent School District / 1,068",CHILLICOTHE
354,TEXAS,4813920,CHILTON ISD,506,False,0.08893280632411067,falls,falls,0.7050000000000001,CHILTON,33614.0,"Chilton Independent School District / 2,013",CHILTON
355,TEXAS,4813960,CHINA SPRING ISD,2754,False,0.06790123456790123,mclennan,mclennan,0.65,CHINA SPRING,70625.0,"China Spring Independent School District / 12,615",CHINA SPRING
356,TEXAS,4813980,CHIRENO ISD,393,False,0.07888040712468193,nacogdoches,nacogdoches,0.68,CHIRENO,46169.0,"Chireno Independent School District / 1,756",CHIRENO
357,TEXAS,4814010,CHRISTOVAL ISD,520,False,0.09823076923076923,tom green,tom green,0.745,CHRISTOVAL,69491.0,"Christoval Independent School District / 2,511",CHRISTOVAL
358,TEXAS,4814070,CISCO ISD,854,False,0.09953161592505855,eastland,eastland,0.885,CISCO,37938.0,"Cisco Independent School District / 4,978",CISCO
359,TEXAS,4814130,CITY VIEW ISD,1057,False,0.07190160832544938,wichita,wichita,0.73,CITY VIEW,50444.0,"City View Independent School District / 4,562",CITY VIEW
360,TEXAS,4814160,CLARENDON ISD,473,False,0.09725158562367865,donley,donley,0.895,CLARENDON,39952.0,"Clarendon Independent School District / 3,057",CLARENDON
361,TEXAS,4814190,CLARKSVILLE ISD,542,False,0.0674169741697417,red river,red river,0.79,CLARKSVILLE,26121.0,"Clarksville Independent School District / 6,119",CLARKSVILLE
362,TEXAS,4814250,CLAUDE ISD,372,False,0.0913978494623656,armstrong,armstrong,0.935,CLAUDE,60329.0,"Claude Independent School District / 1,881",CLAUDE
363,TEXAS,4814280,CLEAR CREEK ISD,41874,True,0.0650656732101065,harris,harris,-0.54,CLEAR CREEK,81718.0,"Clear Creek Independent School District / 220,949",CLEAR CREEK
364,TEXAS,4814310,CLEBURNE ISD,6724,False,0.06880874479476502,johnson,johnson,0.78,CLEBURNE,51086.0,"Cleburne Independent School District / 36,816",CLEBURNE
365,TEXAS,4814370,CLEVELAND ISD,5575,False,0.06152466367713005,liberty,liberty,0.805,CLEVELAND,40729.0,"Cleveland Independent School District / 21,897",CLEVELAND
366,TEXAS,4814400,CLIFTON ISD,1002,False,0.07934131736526946,bosque,bosque,0.835,CLIFTON,48911.0,"Clifton Independent School District / 6,101",CLIFTON
367,TEXAS,4814430,CLINT ISD,11517,False,0.05993922028305982,el paso,el paso,-0.685,CLINT,37110.0,"Clint Independent School District / 41,057",CLINT
368,TEXAS,4814450,CLYDE CISD,1434,False,0.08131101813110181,callahan,callahan,0.9,CLYDE CONSOLIDATED,44401.0,"Clyde Consolidated Independent School District / 13,346",CLYDE CONSOLIDATED
369,TEXAS,4814490,COAHOMA ISD,915,False,0.08743169398907104,howard,howard,0.8,COAHOMA,52417.0,"Coahoma Independent School District / 3,226",COAHOMA
370,TEXAS,4814520,COLDSPRING-OAKHURST CISD,1532,False,0.06723237597911227,san jacinto,san jacinto,0.8200000000000001,SPRING,52991.0,"Spring Independent School District / 178,081",SPRING
371,TEXAS,4814550,COLEMAN ISD,885,False,0.08926553672316384,coleman,coleman,0.895,COLEMAN,34365.0,"Coleman Independent School District / 5,677",COLEMAN
372,TEXAS,4814580,COLLINSVILLE ISD,546,False,0.07509157509157509,grayson,grayson,0.77,COLLINSVILLE,54940.0,"Collinsville Independent School District / 2,988",COLLINSVILLE
373,TEXAS,4814600,COLMESNEIL ISD,475,False,0.09052631578947369,tyler,tyler,0.855,COLMESNEIL,43239.0,"Colmesneil Independent School District / 2,451",COLMESNEIL
374,TEXAS,4814640,COLORADO ISD,988,False,0.07489878542510121,mitchell,mitchell,0.855,COLORADO,48274.0,"Colorado Independent School District / 7,552",COLORADO
375,TEXAS,4814670,COLUMBIA-BRAZORIA ISD,3135,False,0.06299840510366826,brazoria,brazoria,0.61,COLUMBIA-BRAZORIA,56245.0,"Columbia-Brazoria Independent School District / 18,763",COLUMBIA-BRAZORIA
376,TEXAS,4814700,COLUMBUS ISD,1538,False,0.08198959687906371,colorado,colorado,0.78,COLUMBUS,45886.0,"Columbus Independent School District / 9,801",COLUMBUS
377,TEXAS,4814730,COMAL ISD,23091,False,0.06216534580572518,comal,comal,0.74,COMAL,74892.0,"Comal Independent School District / 105,453",COMAL
378,TEXAS,4814760,COMANCHE ISD,1327,False,0.08440090429540316,comanche,comanche,0.86,COMANCHE,33705.0,"Comanche Independent School District / 7,477",COMANCHE
379,TEXAS,4814790,COMFORT ISD,1102,False,0.08439201451905626,kendall,kendall,0.8,COMFORT,52132.0,"Comfort Independent School District / 7,567",COMFORT
380,TEXAS,4814820,COMMERCE ISD,1514,False,0.0739101717305152,hunt,hunt,0.78,COMMERCE,29547.0,"Commerce Independent School District / 11,423",COMMERCE
381,TEXAS,4814850,COMMUNITY ISD,2262,False,0.08134394341290893,collin,collin,0.5700000000000001,COMMUNITY,73422.0,"Community Independent School District / 9,743",COMMUNITY
382,TEXAS,4814880,COMO-PICKTON CISD,747,False,0.0856760374832664,hopkins,hopkins,0.8200000000000001,,,,
383,TEXAS,4814920,COMSTOCK ISD,212,False,0.09433962264150944,val verde,val verde,0.535,COMSTOCK,45673.0,Comstock Independent School District / 620,COMSTOCK
384,TEXAS,4814970,CONNALLY ISD,2335,False,0.07590149892933619,mclennan,mclennan,0.65,CONNALLY,34957.0,"Connally Independent School District / 14,333",CONNALLY
385,TEXAS,4815000,CONROE ISD,61544,True,0.060419699727024566,montgomery,montgomery,0.75,CONROE,71860.0,"Conroe Independent School District / 281,377",CONROE
386,TEXAS,4815120,COOLIDGE ISD,307,False,0.09283387622149837,limestone,limestone,0.77,COOLIDGE,31484.0,"Coolidge Independent School District / 1,328",COOLIDGE
387,TEXAS,4815150,COOPER ISD,822,False,0.07869829683698297,delta,delta,0.845,COOPER,42632.0,"Cooper Independent School District / 4,459",COOPER
388,TEXAS,4815180,LUBBOCK-COOPER ISD,6288,False,0.0728530534351145,lubbock,lubbock,0.6900000000000001,LUBBOCK-COOPER,80602.0,"Lubbock-Cooper Independent School District / 25,250",LUBBOCK-COOPER
389,TEXAS,4815210,COPPELL ISD,12625,False,0.06083168316831683,dallas,dallas,-0.63,COPPELL,117541.0,"Coppell Independent School District / 46,020",COPPELL
390,TEXAS,4815240,COPPERAS COVE ISD,8152,False,0.06543179587831206,coryell,coryell,0.7,COPPERAS COVE,53192.0,"Copperas Cove Independent School District / 36,922",COPPERAS COVE
391,TEXAS,4815270,CORPUS CHRISTI ISD,38012,False,0.061310638745659264,nueces,nueces,0.52,CORPUS CHRISTI,46193.0,"Corpus Christi Independent School District / 241,559",CORPUS CHRISTI
392,TEXAS,4815300,CORRIGAN-CAMDEN ISD,892,False,0.08038116591928252,polk,polk,0.79,CORRIGAN-CAMDEN,39767.0,"Corrigan-Camden Independent School District / 5,195",CORRIGAN-CAMDEN
393,TEXAS,4815330,CORSICANA ISD,5915,False,0.06855452240067625,navarro,navarro,0.75,CORSICANA,39928.0,"Corsicana Independent School District / 29,438",CORSICANA
394,TEXAS,4815360,COTTON CENTER ISD,117,False,0.1282051282051282,hale,hale,0.775,COTTON CENTER,33750.0,Cotton Center Independent School District / 350,COTTON CENTER
395,TEXAS,4815400,COTULLA ISD,1380,False,0.08007246376811594,la salle,,,COTULLA,34438.0,"Cotulla Independent School District / 6,864",COTULLA
396,TEXAS,4815420,COUPLAND ISD,165,False,0.07878787878787878,williamson,williamson,0.52,COUPLAND,76094.0,Coupland Independent School District / 887,COUPLAND
397,TEXAS,4815480,COVINGTON ISD,286,False,0.08741258741258741,hill,hill,0.8200000000000001,COVINGTON,45250.0,"Covington Independent School District / 1,256",COVINGTON
398,TEXAS,4815510,CRANDALL ISD,4042,False,0.06308758040573974,kaufman,kaufman,0.685,CRANDALL,72800.0,"Crandall Independent School District / 12,288",CRANDALL
399,TEXAS,4815540,CRANE ISD,1156,False,0.07612456747404844,crane,crane,0.8300000000000001,CRANE,52451.0,"Crane Independent School District / 4,602",CRANE
400,TEXAS,4815570,CRANFILLS GAP ISD,148,False,0.11743243243243243,bosque,bosque,0.835,CRANFILLS GAP,51100.0,Cranfills Gap Independent School District / 791,CRANFILLS GAP
401,TEXAS,4815600,CRAWFORD ISD,547,False,0.09908592321755028,mclennan,mclennan,0.65,CRAWFORD,62917.0,"Crawford Independent School District / 2,419",CRAWFORD
402,TEXAS,4815690,CROCKETT COUNTY CONSOLIDATED CSD,758,False,0.08970976253298153,crockett,crockett,0.755,CROCKETT COUNTY CONSOLIDATED,51594.0,"Crockett County Consolidated Common School District / 3,871",CROCKETT COUNTY CONSOLIDATED
403,TEXAS,4815720,CROCKETT ISD,1331,False,0.081900826446281,houston,houston,0.77,CROCKETT,26619.0,"Crockett Independent School District / 8,907",CROCKETT
404,TEXAS,4815750,CROSBY ISD,6139,False,0.0695976543410979,harris,harris,-0.54,CROSBY,60382.0,"Crosby Independent School District / 27,185",CROSBY
405,TEXAS,4815810,CROSS PLAINS ISD,376,False,0.09547872340425531,callahan,callahan,0.9,CROSS PLAINS,34091.0,"Cross Plains Independent School District / 2,516",CROSS PLAINS
406,TEXAS,4815840,CROSS ROADS ISD,545,False,0.09440366972477064,henderson,henderson,0.8150000000000001,CROSS ROADS,44471.0,"Cross Roads Independent School District / 3,242",CROSS ROADS
407,TEXAS,4815870,CROWELL ISD,215,False,0.09767441860465116,foard,foard,0.8,CROWELL,34306.0,"Crowell Independent School District / 1,204",CROWELL
408,TEXAS,4815910,CROWLEY ISD,15222,False,0.08187623176980685,tarrant,tarrant,0.53,CROWLEY,60919.0,"Crowley Independent School District / 90,517",CROWLEY
409,TEXAS,4815930,CRYSTAL CITY ISD,1969,False,0.06678517013712544,zavala,zavala,-0.7250000000000001,CRYSTAL CITY,26273.0,"Crystal City Independent School District / 8,635",CRYSTAL CITY
410,TEXAS,4815960,CUERO ISD,2046,False,0.07481915933528836,dewitt,dewitt,0.8300000000000001,CUERO,46131.0,"Cuero Independent School District / 10,560",CUERO
411,TEXAS,4815990,CULBERSON COUNTY-ALLAMOORE ISD,391,False,0.08184143222506395,culberson,culberson,-0.030000000000000027,CULBERSON COUNTY-ALLAMOORE,35302.0,"Culberson County-Allamoore Independent School District / 2,325",CULBERSON COUNTY-ALLAMOORE
412,TEXAS,4816020,CUMBY ISD,392,False,0.09482142857142857,hopkins,hopkins,0.8200000000000001,CUMBY,42400.0,"Cumby Independent School District / 2,025",CUMBY
413,TEXAS,4816080,CUSHING ISD,558,False,0.07526881720430108,nacogdoches,nacogdoches,0.68,CUSHING,56827.0,"Cushing Independent School District / 2,881",CUSHING
414,TEXAS,4816110,CYPRESS-FAIRBANKS ISD,116359,True,0.06323163657301971,harris,harris,-0.54,CYPRESS-FAIRBANKS,72402.0,"Cypress-Fairbanks Independent School District / 525,367",CYPRESS-FAIRBANKS
415,TEXAS,4816140,D'HANIS ISD,381,False,0.09343832020997375,medina,medina,0.725,D'HANIS,44773.0,"D'Hanis Independent School District / 1,680",D'HANIS
416,TEXAS,4816180,DAINGERFIELD-LONE STAR ISD,1026,False,0.08567251461988305,morris,morris,0.7150000000000001,DAINGERFIELD-LONE STAR,39243.0,"Daingerfield-Lone Star Independent School District / 8,361",DAINGERFIELD-LONE STAR
417,TEXAS,4816200,DALHART ISD,1773,False,0.06655386350817823,hartley,hartley,0.915,DALHART,48253.0,"Dalhart Independent School District / 10,803",DALHART
418,TEXAS,4816230,DALLAS INDEPENDENT SCHOOL DISTRICT,156742,False,0.06713261282872492,dallas,dallas,-0.63,DALLAS,42693.0,"Dallas Independent School District / 1,051,712",DALLAS
419,TEXAS,4816260,DAMON ISD,209,False,0.08985645933014355,brazoria,brazoria,0.61,DAMON,41250.0,"Damon Independent School District / 1,235",DAMON
420,TEXAS,4816290,DANBURY ISD,732,False,0.07654371584699454,brazoria,brazoria,0.61,DANBURY,75114.0,"Danbury Independent School District / 5,091",DANBURY
421,TEXAS,4816320,DARROUZETT ISD,116,False,0.1336206896551724,lipscomb,lipscomb,0.905,DARROUZETT,61667.0,Darrouzett Independent School District / 521,DARROUZETT
422,TEXAS,4816350,DAWSON ISD,130,False,0.11153846153846154,dawson,dawson,0.79,DAWSON,52750.0,Dawson Independent School District / 335,DAWSON
423,TEXAS,4816350,DAWSON ISD,130,False,0.11153846153846154,dawson,dawson,0.79,DAWSON,39543.0,"Dawson Independent School District / 2,875",DAWSON
424,TEXAS,4816380,DAWSON ISD,486,False,0.08119341563786009,navarro,navarro,0.75,DAWSON,52750.0,Dawson Independent School District / 335,DAWSON
425,TEXAS,4816380,DAWSON ISD,486,False,0.08119341563786009,navarro,navarro,0.75,DAWSON,39543.0,"Dawson Independent School District / 2,875",DAWSON
426,TEXAS,4816410,DAYTON ISD,5388,False,0.06365998515219005,liberty,liberty,0.805,DAYTON,57982.0,"Dayton Independent School District / 27,385",DAYTON
427,TEXAS,4816440,DE LEON ISD,728,False,0.08791208791208792,comanche,comanche,0.86,LEON,44577.0,"Leon Independent School District / 3,910",LEON
428,TEXAS,4816500,DECATUR ISD,3332,False,0.06293517406962784,wise,wise,0.855,DECATUR,57500.0,"Decatur Independent School District / 14,651",DECATUR
429,TEXAS,4816530,DEER PARK ISD,12993,False,0.06428538443777418,harris,harris,-0.54,DEER PARK,72478.0,"Deer Park Independent School District / 52,097",DEER PARK
430,TEXAS,4816570,DEKALB ISD,831,False,0.08062575210589651,bowie,bowie,0.73,DEKALB,46612.0,"DeKalb Independent School District / 4,388",DEKALB
431,TEXAS,4816620,DEL VALLE ISD,11148,False,0.07431557229996412,travis,travis,-0.7050000000000001,DEL VALLE,39891.0,"Del Valle Independent School District / 62,825",DEL VALLE
432,TEXAS,4816650,DELL CITY ISD,78,False,0.1282051282051282,hudspeth,hudspeth,0.635,DELL CITY,23929.0,Dell City Independent School District / 407,DELL CITY
433,TEXAS,4816710,DENISON ISD,4658,False,0.07135465865178188,grayson,grayson,0.77,DENISON,40184.0,"Denison Independent School District / 27,931",DENISON
