,LEAID,LEA_NAME,LEA_STATE_NAME,Title,Author,Type of Ban,Date of Challenge/Removal,Origin of Challenge,Series Name,Ban Status
894,4832940,NORTH EAST ISD,TEXAS,The Devouring Gray (The Devouring Gray Series),"Herman, Christine Lynn",Banned Pending Investigation,Dec-21,Administrator,,
895,4205490,Central York SD,PENNSYLVANIA,Who Is Derek Jeter? (Who was...? Series),"Herman, Gail",Banned in Classrooms,Aug-21,Administrator,,
896,3704950,Wilkes County Schools,NORTH CAROLINA,Sal and Gabi Break the Universe (Sal and Gabi Series),"Hernandez, Carlos",Banned in Classrooms,May-22,Administrator,,
897,4825170,KATY ISD,TEXAS,The War Outside,"Hesse, Monica",Banned Pending Investigation,Jan-22,Administrator,,
898,4205490,Central York SD,PENNSYLVANIA,Not My Idea: A Book About Whiteness (Ordinary Terrible Things Series),"Higginbotham, Anastasia",Banned in Classrooms,Aug-21,Administrator,,
899,4832940,NORTH EAST ISD,TEXAS,Not My Idea: A Book About Whiteness (Ordinary Terrible Things Series),"Higginbotham, Anastasia",Banned Pending Investigation,Dec-21,Administrator,,
900,5515780,Waukesha School District,WISCONSIN,Not My Idea: A Book About Whiteness (Ordinary Terrible Things Series),"Higginbotham, Anastasia",Banned in Libraries and Classrooms,Dec-21,Administrator,,
901,4832940,NORTH EAST ISD,TEXAS,Rethinking Normal: A Memoir in Transition,"Hill, Katie Rain",Banned Pending Investigation,Dec-21,Administrator,,
902,4205490,Central York SD,PENNSYLVANIA,When the Beat Was Born: DJ Kool Herc and the Creation of Hip Hop,"Hill, Laban Carrick",Banned in Classrooms,Aug-21,Administrator,,
903,1200930,INDIAN RIVER,FLORIDA,Black Lives Matter: From a Moment to a Movement,"Hillstrom, Laurie Collier",Banned in Libraries and Classrooms,Nov-21,Administrator,,
904,4832940,NORTH EAST ISD,TEXAS,"The Birds, the Bees, and You and Me","Hinebaugh, Olivia",Banned Pending Investigation,Dec-21,Administrator,,
905,4005460,BRISTOW,OKLAHOMA,The Outsiders,"Hinton, S. E.",Banned in Libraries,Oct-21,Administrator,,
906,1200480,DUVAL,FLORIDA,The Night Diary,"Hiranandani, Veera",Banned Pending Investigation,Jan-22,Administrator,,
907,4832940,NORTH EAST ISD,TEXAS,One True Way,"Hitchcock, Shannon",Banned Pending Investigation,Dec-21,Administrator,,
908,1200480,DUVAL,FLORIDA,Hush! A Thai Lullaby,"Ho, Minfong",Banned Pending Investigation,Jan-22,Administrator,,
909,4832940,NORTH EAST ISD,TEXAS,Archenemy,"Hoblin, Paul",Banned in Libraries,Dec-21,Administrator,,
910,4832940,NORTH EAST ISD,TEXAS,Best Best Colors: Los mejores colores,"Hoffman, Eric",Banned in Libraries,Dec-21,Administrator,,
911,4205490,Central York SD,PENNSYLVANIA,Amazing Grace (Grace Series),"Hoffman, Mary",Banned in Classrooms,Aug-21,Administrator,,
912,4832940,NORTH EAST ISD,TEXAS,Jacob's New Dress,"Hoffman, Sarah",Banned Pending Investigation,Dec-21,Administrator,,
913,4832940,NORTH EAST ISD,TEXAS,Jacob's Room to Choose,"Hoffman, Sarah",Banned Pending Investigation,Dec-21,Administrator,,
914,4205490,Central York SD,PENNSYLVANIA,"Culturally and Linguistically Responsive Teaching and Learning – Classroom Practices for Student Success, Grades K-12","Hollie, Sharroky",Banned in Classrooms,Aug-21,Administrator,,
915,4832940,NORTH EAST ISD,TEXAS,"Hang-ups, Hook-ups, and Holding Out: Stuff You Need to Know about Your Body, Sex, and Dating","Holmes, Melisa",Banned in Libraries,Dec-21,Administrator,,
916,4832940,NORTH EAST ISD,TEXAS,Redwood and Ponytail,"Holt, K. A.",Banned Pending Investigation,Dec-21,Administrator,,
917,4700149,Collierville,TENNESSEE,Jack,"Homes, A. M.",Banned Pending Investigation,Feb-22,Administrator,,
918,4821390,GRANBURY ISD,TEXAS,Jack,"Homes, A. M.",Banned Pending Investigation,Jan-22,Administrator,,
919,4205490,Central York SD,PENNSYLVANIA,Lovely,"Hong, Jess",Banned in Classrooms,Aug-21,Administrator,,
920,4205490,Central York SD,PENNSYLVANIA,Teaching to Transgress: Education as the Practice of Freedom,"hooks, bell",Banned in Classrooms,Aug-21,Administrator,,
921,4005460,BRISTOW,OKLAHOMA,Burned (Burned Series),"Hopkins, Ellen",Banned in Classrooms,Oct-21,Administrator,,
922,4836000,PROSPER ISD,TEXAS,Burned (Burned Series),"Hopkins, Ellen",Banned in Libraries and Classrooms,Mar-22,Administrator,,
923,1200150,BREVARD,FLORIDA,Crank (Crank Series),"Hopkins, Ellen",Banned Pending Investigation,Mar-22,Administrator,,
924,1200930,INDIAN RIVER,FLORIDA,Crank (Crank Series),"Hopkins, Ellen",Banned in Libraries,Nov-21,Administrator,,
925,1301110,Cherokee County School District,GEORGIA,Crank (Crank Series),"Hopkins, Ellen",Banned in Libraries,Jan-22,Formal Challenge,,
926,1602340,NAMPA SCHOOL DISTRICT,IDAHO,Crank (Crank Series),"Hopkins, Ellen",Banned in Libraries and Classrooms,May-22,Administrator,,
927,1801200,Carmel Clay Schools,INDIANA,Crank (Crank Series),"Hopkins, Ellen",Banned in Libraries,Jul-21,Administrator,,
928,2006540,Goddard,KANSAS,Crank (Crank Series),"Hopkins, Ellen",Banned Pending Investigation,Nov-21,Administrator,,
929,2615990,Gladwin Community Schools,MICHIGAN,Crank (Crank Series),"Hopkins, Ellen",Banned Pending Investigation,May-22,Administrator,,
930,4005460,BRISTOW,OKLAHOMA,Crank (Crank Series),"Hopkins, Ellen",Banned in Classrooms,Oct-21,Administrator,,
931,4704550,Wilson County,TENNESSEE,Crank (Crank Series),"Hopkins, Ellen",Banned in Libraries,May-22,Other,,
932,4819840,FREDERICKSBURG ISD,TEXAS,Crank (Crank Series),"Hopkins, Ellen",Banned in Libraries and Classrooms,Mar-22,Administrator,,
933,4836000,PROSPER ISD,TEXAS,Crank (Crank Series),"Hopkins, Ellen",Banned in Libraries and Classrooms,Mar-22,Administrator,,
934,5515780,Waukesha School District,WISCONSIN,Crank (Crank Series),"Hopkins, Ellen",Banned in Libraries,Dec-21,Administrator,,
935,2615990,Gladwin Community Schools,MICHIGAN,Fallout (Crank Series),"Hopkins, Ellen",Banned Pending Investigation,May-22,Administrator,,
936,4836000,PROSPER ISD,TEXAS,Fallout (Crank Series),"Hopkins, Ellen",Banned in Libraries and Classrooms,Mar-22,Administrator,,
937,4836000,PROSPER ISD,TEXAS,Glass (Crank Series),"Hopkins, Ellen",Banned in Libraries and Classrooms,Mar-22,Administrator,,
938,2615990,Gladwin Community Schools,MICHIGAN,Identical,"Hopkins, Ellen",Banned Pending Investigation,May-22,Administrator,,
939,4836000,PROSPER ISD,TEXAS,Identical,"Hopkins, Ellen",Banned in Libraries and Classrooms,Mar-22,Administrator,,
940,2615990,Gladwin Community Schools,MICHIGAN,Impulse (Impulse Series),"Hopkins, Ellen",Banned Pending Investigation,May-22,Administrator,,
941,4836000,PROSPER ISD,TEXAS,Impulse (Impulse Series),"Hopkins, Ellen",Banned in Libraries and Classrooms,Mar-22,Administrator,,
942,1200150,BREVARD,FLORIDA,People Kill People,"Hopkins, Ellen",Banned Pending Investigation,May-22,Administrator,,
943,4836000,PROSPER ISD,TEXAS,People Kill People,"Hopkins, Ellen",Banned in Libraries and Classrooms,Mar-22,Administrator,,
944,1200930,INDIAN RIVER,FLORIDA,Perfect (Impulse Series),"Hopkins, Ellen",Banned Pending Investigation,Nov-21,Administrator,,
945,4836000,PROSPER ISD,TEXAS,Perfect (Impulse Series),"Hopkins, Ellen",Banned in Libraries and Classrooms,Mar-22,Administrator,,
946,4836000,PROSPER ISD,TEXAS,Smoke (Burned Series),"Hopkins, Ellen",Banned in Libraries and Classrooms,Mar-22,Administrator,,
947,4832940,NORTH EAST ISD,TEXAS,The You I've Never Known,"Hopkins, Ellen",Banned Pending Investigation,Dec-21,Administrator,,
948,1200150,BREVARD,FLORIDA,Tilt,"Hopkins, Ellen",Banned Pending Investigation,Mar-22,Administrator,,
949,4836000,PROSPER ISD,TEXAS,Tilt,"Hopkins, Ellen",Banned in Libraries and Classrooms,Mar-22,Administrator,,
950,1200930,INDIAN RIVER,FLORIDA,Traffick (Tricks Series),"Hopkins, Ellen",Banned in Libraries and Classrooms,Nov-21,Administrator,,
951,4836000,PROSPER ISD,TEXAS,Traffick (Tricks Series),"Hopkins, Ellen",Banned in Libraries and Classrooms,Mar-22,Administrator,,
952,1200150,BREVARD,FLORIDA,Triangles,"Hopkins, Ellen",Banned Pending Investigation,Mar-22,Administrator,,
953,1200930,INDIAN RIVER,FLORIDA,Triangles,"Hopkins, Ellen",Banned in Libraries and Classrooms,Nov-21,Administrator,,
954,4820010,FRISCO ISD,TEXAS,Triangles,"Hopkins, Ellen",Banned in Libraries and Classrooms,Apr-22,Administrator,,
955,5103840,VA BEACH CITY PBLC SCHS,VIRGINIA,Triangles,"Hopkins, Ellen",Banned in Libraries and Classrooms,May-22,Formal Challenge,,
956,1200150,BREVARD,FLORIDA,Tricks (Tricks Series),"Hopkins, Ellen",Banned Pending Investigation,Mar-22,Administrator,,
957,1200930,INDIAN RIVER,FLORIDA,Tricks (Tricks Series),"Hopkins, Ellen",Banned Pending Investigation,Nov-21,Administrator,,
958,1200960,JACKSON,FLORIDA,Tricks (Tricks Series),"Hopkins, Ellen",Banned in Libraries and Classrooms,Apr-22,Administrator,,
959,1201440,ORANGE,FLORIDA,Tricks (Tricks Series),"Hopkins, Ellen",Banned Pending Investigation,Nov-21,Formal Challenge,,
960,1201590,POLK,FLORIDA,Tricks (Tricks Series),"Hopkins, Ellen",Banned in Libraries,Jan-22,Administrator,,
961,1201770,ST. LUCIE,FLORIDA,Tricks (Tricks Series),"Hopkins, Ellen",Banned in Libraries and Classrooms,Dec-21,Formal Challenge,,
962,1201980,WALTON,FLORIDA,Tricks (Tricks Series),"Hopkins, Ellen",Banned Pending Investigation,Apr-22,Administrator,,
963,1301110,Cherokee County School District,GEORGIA,Tricks (Tricks Series),"Hopkins, Ellen",Banned in Libraries and Classrooms,Feb-22,Formal Challenge,,
964,1200480,DUVAL,FLORIDA,Carter Reads the Newspaper,"Hopkinson, Deborah",Banned Pending Investigation,Jan-22,Administrator,,
965,4205490,Central York SD,PENNSYLVANIA,Michelle,"Hopkinson, Deborah",Banned in Classrooms,Aug-21,Administrator,,
966,4205490,Central York SD,PENNSYLVANIA,What Is the Women's Rights Movement? (What was...? Series),"Hopkinson, Deborah",Banned in Classrooms,Aug-21,Administrator,,
967,4821390,GRANBURY ISD,TEXAS,A Love Story Starring My Dead Best Friend,"Horner, Emily",Banned Pending Investigation,Jan-22,Administrator,,
968,4832940,NORTH EAST ISD,TEXAS,A Love Story Starring My Dead Best Friend,"Horner, Emily",Banned Pending Investigation,Dec-21,Administrator,,
969,4205490,Central York SD,PENNSYLVANIA,How Many Stars in the Sky?,"Hort, Lenny",Banned in Classrooms,Aug-21,Administrator,,
970,1200150,BREVARD,FLORIDA,The Kite Runner,"Hosseini, Khaled",Banned Pending Investigation,May-22,Administrator,,
971,1200930,INDIAN RIVER,FLORIDA,The Kite Runner,"Hosseini, Khaled",Banned in Libraries and Classrooms,Nov-21,Administrator,,
972,1201590,POLK,FLORIDA,The Kite Runner,"Hosseini, Khaled",Banned in Libraries,Jan-22,Administrator,,
973,1201650,SANTA ROSA,FLORIDA,The Kite Runner,"Hosseini, Khaled",Banned Pending Investigation,Apr-22,Administrator,,
974,1201770,ST. LUCIE,FLORIDA,The Kite Runner,"Hosseini, Khaled",Banned in Libraries,Dec-21,Formal Challenge,,
975,1201980,WALTON,FLORIDA,The Kite Runner,"Hosseini, Khaled",Banned Pending Investigation,Apr-22,Administrator,,
976,1301110,Cherokee County School District,GEORGIA,The Kite Runner,"Hosseini, Khaled",Banned in Classrooms,Feb-22,Formal Challenge,,
977,1602340,NAMPA SCHOOL DISTRICT,IDAHO,The Kite Runner,"Hosseini, Khaled",Banned in Libraries and Classrooms,May-22,Administrator,,
978,2615990,Gladwin Community Schools,MICHIGAN,The Kite Runner,"Hosseini, Khaled",Banned Pending Investigation,May-22,Administrator,,
979,2802790,MADISON CO SCHOOL DIST,MISSISSIPPI,The Kite Runner,"Hosseini, Khaled",Banned in Libraries,Apr-22,Administrator,,
980,4810230,BIRDVILLE ISD,TEXAS,The Kite Runner,"Hosseini, Khaled",Banned Pending Investigation,Oct-21,Formal Challenge,,
981,4819840,FREDERICKSBURG ISD,TEXAS,The Kite Runner,"Hosseini, Khaled",Banned Pending Investigation,Mar-22,Administrator,,
982,1200480,DUVAL,FLORIDA,Virgie Goes to School with Us Boys,"Howard, Elizabeth Fitzgerald",Banned Pending Investigation,Jan-22,Administrator,,
983,4832940,NORTH EAST ISD,TEXAS,"Middle School's a Drag, You Better Werk!","Howard, Greg",Banned Pending Investigation,Dec-21,Administrator,,
984,4821390,GRANBURY ISD,TEXAS,The Whispers,"Howard, Greg",Banned Pending Investigation,Jan-22,Administrator,,
985,4832940,NORTH EAST ISD,TEXAS,The Whispers,"Howard, Greg",Banned Pending Investigation,Dec-21,Administrator,,
986,4821390,GRANBURY ISD,TEXAS,Totally Joe (The Misfits Series),"Howe, James",Banned Pending Investigation,Jan-22,Administrator,,
987,4832940,NORTH EAST ISD,TEXAS,Totally Joe (The Misfits Series),"Howe, James",Banned in Libraries,Dec-21,Administrator,,
988,4205490,Central York SD,PENNSYLVANIA,Catching the Moon: The Story of a Young Girl's Baseball Dream,"Hubbard, Crystal",Banned in Classrooms,Aug-21,Administrator,,
989,4832940,NORTH EAST ISD,TEXAS,Teen Legal Rights,"Hudson Jr., David L.",Banned Pending Investigation,Dec-21,Administrator,,
990,4205490,Central York SD,PENNSYLVANIA,My Friend Maya Loves to Dance,"Hudson, Cheryl Willis",Banned in Classrooms,Aug-21,Administrator,,
991,4832940,NORTH EAST ISD,TEXAS,GLBTQ*: The Survival Guide for Queer & Questioning Teens,"Huegel, Kelly",Banned in Libraries,Dec-21,Administrator,,
992,4821390,GRANBURY ISD,TEXAS,"No Girls Allowed: Tales of Daring Women Dressed as Men for Love, Freedom and Adventure","Hughes, Susan",Banned Pending Investigation,Jan-22,Administrator,,
993,4832940,NORTH EAST ISD,TEXAS,"No Girls Allowed: Tales of Daring Women Dressed as Men for Love, Freedom and Adventure","Hughes, Susan",Banned Pending Investigation,Dec-21,Administrator,,
994,4010590,EDMOND,OKLAHOMA,Their Eyes Were Watching God,"Hurston, Zora Neale",Banned in Libraries and Classrooms,Oct-21,Administrator,,
995,4832940,NORTH EAST ISD,TEXAS,Freaks and Revelations,"Hurwin, Davida Wills",Banned in Libraries,Dec-21,Administrator,,
996,4700149,Collierville,TENNESSEE,A Complicated Love Story Set in Space,"Hutchinson, Shaun David",Banned Pending Investigation,Feb-22,Administrator,,
997,4832940,NORTH EAST ISD,TEXAS,At the Edge of the Universe,"Hutchinson, Shaun David",Banned Pending Investigation,Dec-21,Administrator,,
998,1200930,INDIAN RIVER,FLORIDA,Brave Face: A Memoir,"Hutchinson, Shaun David",Banned in Libraries and Classrooms,Nov-21,Administrator,,
999,4700149,Collierville,TENNESSEE,Brave Face: A Memoir,"Hutchinson, Shaun David",Banned in Libraries and Classrooms,Feb-22,Administrator,,
1000,4827030,LEANDER ISD,TEXAS,Brave Face: A Memoir,"Hutchinson, Shaun David",Banned in Classrooms,Sep-21,Administrator,,
1001,4832940,NORTH EAST ISD,TEXAS,Brave Face: A Memoir,"Hutchinson, Shaun David",Banned Pending Investigation,Dec-21,Administrator,,
1002,4832940,NORTH EAST ISD,TEXAS,The Five Stages of Andrew Brawley,"Hutchinson, Shaun David",Banned in Libraries,Dec-21,Administrator,,
1003,4700149,Collierville,TENNESSEE,The Past and Other Things That Should Stay Buried,"Hutchinson, Shaun David",Banned Pending Investigation,Feb-22,Administrator,,
1004,4821390,GRANBURY ISD,TEXAS,The Past and Other Things That Should Stay Buried,"Hutchinson, Shaun David",Banned Pending Investigation,Jan-22,Administrator,,
1005,4832940,NORTH EAST ISD,TEXAS,The Past and Other Things That Should Stay Buried,"Hutchinson, Shaun David",Banned Pending Investigation,Dec-21,Administrator,,
1006,4700149,Collierville,TENNESSEE,We Are the Ants,"Hutchinson, Shaun David",Banned Pending Investigation,Feb-22,Administrator,,
1007,4810230,BIRDVILLE ISD,TEXAS,We Are the Ants,"Hutchinson, Shaun David",Banned Pending Investigation,Oct-21,Formal Challenge,,
1008,4821390,GRANBURY ISD,TEXAS,We Are the Ants,"Hutchinson, Shaun David",Banned in Libraries,Jan-22,Administrator,,
1009,4825260,KELLER ISD,TEXAS,We Are the Ants,"Hutchinson, Shaun David",Banned in Libraries and Classrooms,Nov-21,Formal Challenge,,
1010,4832940,NORTH EAST ISD,TEXAS,We Are the Ants,"Hutchinson, Shaun David",Banned Pending Investigation,Dec-21,Administrator,,
1011,1200930,INDIAN RIVER,FLORIDA,Brave New World,"Huxley, Aldous",Banned in Libraries and Classrooms,Nov-21,Administrator,,
1012,4005460,BRISTOW,OKLAHOMA,Brave New World,"Huxley, Aldous",Banned in Libraries and Classrooms,Oct-21,Administrator,,
1013,4832940,NORTH EAST ISD,TEXAS,Jumpstart the World,"Hyde, Catherine Ryan",Banned Pending Investigation,Dec-21,Administrator,,
1014,4821390,GRANBURY ISD,TEXAS,Safe Sex 101: An Overview for Teens,"Hyde, Margaret O.",Banned Pending Investigation,Jan-22,Administrator,,
1015,4832940,NORTH EAST ISD,TEXAS,Safe Sex 101: An Overview for Teens,"Hyde, Margaret O.",Banned in Libraries,Dec-21,Administrator,,
1016,4827030,LEANDER ISD,TEXAS,"Shirley Jackson's ""The Lottery"": The Authorized Graphic Adaptation","Hyman, Miles",Banned in Classrooms,Sep-21,Administrator,,
1017,4700149,Collierville,TENNESSEE,Fragile Remedy,"Ingrande Mora, Maria",Banned Pending Investigation,Feb-22,Administrator,,
1018,4825740,KLEIN ISD,TEXAS,The Cider House Rules,"Irving, John",Banned Pending Investigation,Nov-21,Administrator,,
1019,4832940,NORTH EAST ISD,TEXAS,The Cider House Rules,"Irving, John",Banned Pending Investigation,Dec-21,Administrator,,
1020,4700149,Collierville,TENNESSEE,Speak No Evil,"Iweala, Uzodinma",Banned Pending Investigation,Feb-22,Administrator,,
1021,4825170,KATY ISD,TEXAS,"Good Girl, Bad Blood (A Good Girl's Guide to Murder Series)","Jackson, Holly",Banned in Libraries,Jan-22,Administrator,,
1022,4700149,Collierville,TENNESSEE,Yesterday Is History,"Jackson, Kosoko",Banned Pending Investigation,Feb-22,Administrator,,
1023,2802790,MADISON CO SCHOOL DIST,MISSISSIPPI,Let Me Hear a Rhyme,"Jackson, Tiffany D.",Banned in Libraries,Apr-22,Administrator,,
1024,1200150,BREVARD,FLORIDA,Monday's Not Coming,"Jackson, Tiffany D.",Banned Pending Investigation,Mar-22,Administrator,,
1025,2006540,Goddard,KANSAS,Monday's Not Coming,"Jackson, Tiffany D.",Banned Pending Investigation,Nov-21,Administrator,,
1026,2802790,MADISON CO SCHOOL DIST,MISSISSIPPI,Monday's Not Coming,"Jackson, Tiffany D.",Banned in Libraries,Apr-22,Administrator,,
1027,4704550,Wilson County,TENNESSEE,Monday's Not Coming,"Jackson, Tiffany D.",Banned in Libraries,May-22,Other,,
1028,4810230,BIRDVILLE ISD,TEXAS,Monday's Not Coming,"Jackson, Tiffany D.",Banned Pending Investigation,Oct-21,Formal Challenge,,
1029,4825740,KLEIN ISD,TEXAS,Monday's Not Coming,"Jackson, Tiffany D.",Banned Pending Investigation,Dec-21,Administrator,,
1030,4900142,Canyons District,UTAH,Monday's Not Coming,"Jackson, Tiffany D.",Banned Pending Investigation,Oct-21,Administrator,,
1031,4205490,Central York SD,PENNSYLVANIA,Teaching Truly: A Curriculum to Indigenize Mainstream Education,"Jacobs, Donald Trent",Banned in Classrooms,Aug-21,Administrator,,
1032,4821390,GRANBURY ISD,TEXAS,Stained,"Jacobson, Jennifer Richard",Banned Pending Investigation,Jan-22,Administrator,,
1033,4832940,NORTH EAST ISD,TEXAS,Stained,"Jacobson, Jennifer Richard",Banned in Libraries,Dec-21,Administrator,,
1034,4700149,Collierville,TENNESSEE,The Henna Wars,"Jaigirdar, Adiba",Banned Pending Investigation,Feb-22,Administrator,,
1035,1201980,WALTON,FLORIDA,Fifty Shades of Grey (Fifty Shades Series),"James, E. L.",Banned Pending Investigation,Apr-22,Administrator,,
1036,4205490,Central York SD,PENNSYLVANIA,I Promise,"James, LeBron",Banned in Classrooms,Aug-21,Administrator,,
1037,4205490,Central York SD,PENNSYLVANIA,When Stars Are Scattered,"Jamieson, Victoria",Banned in Classrooms,Aug-21,Administrator,,
