,LEA_STATE_NAME,LEAID,LEA_NAME,County Name,banned_books,LEA_ENR,SCH_FTETEACH_TOT,overall_TPI,SATACT_P,APENR_P,P_EXPULSIONS,TOT_DIS_HB,TOT_RAC_HB,TOT_SEX_HB,Median Household Income,number_bans
186,TEXAS,4807410,ABERNATHY ISD,hale,FALSE,767,0.088657106,0.775,5.215123859,0.521512386,0.130378096,0,0,0,51832,
187,TEXAS,4807440,ABILENE ISD,taylor,FALSE,16736,0.066738767,0.76,4.959369025,6.106596558,0.149378585,1,0,3,40151,
188,TEXAS,4807470,ACADEMY ISD,bell,FALSE,1598,0.072590738,0.575,4.818523154,3.254067584,0.625782228,0,0,0,62772,
189,TEXAS,4807500,ADRIAN ISD,oldham,FALSE,120,0.15,0.925,20.83333333,,0,0,0,0,41250,
190,TEXAS,4807530,AGUA DULCE ISD,nueces,FALSE,303,0.204620462,0.52,4.290429043,4.620462046,0,0,0,0,62417,
191,TEXAS,4807590,ALAMO HEIGHTS ISD,bexar,FALSE,4843,0.067520132,-0.57,9.126574437,12.14123477,0.041296717,0,0,0,80796,
192,TEXAS,4807650,ALBA-GOLDEN ISD,wood,FALSE,885,0.085423729,0.855,2.824858757,,1.694915254,0,0,0,41377,
193,TEXAS,4807680,ALBANY ISD,shackelford,FALSE,508,0.075846457,0.925,6.102362205,1.377952756,0,0,0,0,53068,
194,TEXAS,4807710,ALDINE ISD,harris,FALSE,66554,0.070802656,-0.54,7.013853412,2.132103255,0.468792259,6,4,6,36532,
195,TEXAS,4807780,ALEDO ISD,parker,FALSE,5718,0.057520112,0.84,7.380202868,10.54564533,0.052465897,0,0,0,105145,
196,TEXAS,4807800,ALICE ISD,jim wells,FALSE,5073,0.062881924,0.005,2.937118076,3.528484132,0,1,0,0,40976,
197,TEXAS,4807830,ALIEF ISD,harris,FALSE,46216,0.071072572,-0.54,8.049160464,4.671542323,0.149298944,6,28,6,38232,
198,TEXAS,4807890,ALLEN ISD,collin,FALSE,21152,0.063139656,0.57,5.313918306,11.56864599,0.033093797,2,1,0,101059,
199,TEXAS,4807950,ALPINE ISD,brewster,FALSE,1070,0.084579439,0.52,10.74766355,1.588785047,0,0,0,2,37699,
200,TEXAS,4807980,ALTO ISD,cherokee,FALSE,670,0.097014925,0.8,0,,0.149253731,0,0,0,31905,
201,TEXAS,4808090,ALVIN ISD,brazoria,FALSE,24832,0.069087065,0.61,4.667364691,6.914465206,0.036243557,0,0,0,66790,
202,TEXAS,4808100,ALVORD ISD,wise,FALSE,709,0.081664316,0.855,6.064880113,2.115655853,0,0,0,0,60189,
203,TEXAS,4808130,AMARILLO ISD,potter,FALSE,32943,0.067267098,0.72,0,3.093221625,0.036426555,0,0,0,44090,
204,TEXAS,4808160,AMHERST ISD,lamb,FALSE,164,0.12804878,0.82,7.926829268,,0,0,0,0,42574,
205,TEXAS,4808190,ANAHUAC ISD,chambers,FALSE,1328,0.07003012,0.825,6.024096386,3.990963855,0.15060241,0,0,0,46550,
206,TEXAS,4808230,ANDERSON-SHIRO CISD,grimes,FALSE,860,0.073837209,0.78,5.697674419,,0,0,0,0,53981,
207,TEXAS,4808280,ANDREWS ISD,andrews,FALSE,4026,0.055762543,0.85,3.725782414,1.73869846,0,0,38,50,61250,
208,TEXAS,4808310,ANGLETON ISD,brazoria,FALSE,6839,0.062384852,0.61,3.392308817,5.74645416,0.38017254,1,3,2,56391,
209,TEXAS,4808340,ANNA ISD,collin,FALSE,3458,0.064791787,0.57,3.036437247,5.928282244,0.26026605,2,3,2,65102,
210,TEXAS,4808400,ANSON ISD,jones,FALSE,771,0.088521401,0.85,8.430609598,,0,0,0,0,50000,
211,TEXAS,4808430,ANTHONY ISD,el paso,FALSE,850,0.064705882,-0.685,7.294117647,1.647058824,0,0,0,0,30244,
212,TEXAS,4808460,ANTON ISD,hale,FALSE,235,0.09787234,0.775,2.127659574,,0.425531915,0,0,0,45714,
213,TEXAS,4808490,APPLE SPRINGS ISD,trinity,FALSE,196,0.096938776,0.82,4.591836735,,2.040816327,0,0,0,38466,
214,TEXAS,4808520,AQUILLA ISD,hill,FALSE,322,0.065434783,0.82,4.968944099,,0,0,0,2,50000,
215,TEXAS,4808550,ARANSAS COUNTY ISD,aransas,FALSE,2546,0.08982718,0.78,6.362922231,7.816182247,0.078554595,0,0,0,42688,
216,TEXAS,4808580,ARANSAS PASS ISD,san patricio,FALSE,1474,0.08358209,0.65,4.002713704,2.23880597,0.13568521,0,0,0,40694,
217,TEXAS,4808610,ARCHER CITY ISD,archer,FALSE,474,0.125316456,0.91,10.33755274,5.907172996,0,0,0,0,41250,
218,TEXAS,4808670,ARGYLE INDEPENDENT SCHOOL DISTRICT,denton,FALSE,2716,0.064727541,0.58,14.7275405,12.66568483,0.184094256,0,0,0,106143,
219,TEXAS,4808700,ARLINGTON ISD,tarrant,FALSE,61156,0.07079518,0.53,5.997776179,9.583687619,0.050690039,26,0,13,50403,
220,TEXAS,4808730,ARP ISD,smith,FALSE,901,0.085283019,0.72,0,1.220865705,0,0,0,0,46354,
221,TEXAS,4808870,ATHENS ISD,henderson,FALSE,3116,0.068664955,0.815,4.557124519,9.017971759,1.540436457,0,0,0,36990,
222,TEXAS,4808880,ATLANTA ISD,cass,FALSE,1688,0.077902844,0.81,4.502369668,7.938388626,0.118483412,0,0,0,35703,
223,TEXAS,4808910,AUBREY ISD,denton,FALSE,2494,0.06255012,0.58,0,5.934242181,0.040096231,0,0,0,80311,
224,TEXAS,4808940,AUSTIN ISD,travis,FALSE,81247,0.069526875,-0.705,5.393429911,8.131992566,0.957573818,11,9,13,53676,
225,TEXAS,4809000,AUSTWELL-TIVOLI ISD,refugio,FALSE,135,0.125925926,0.67,3.703703704,,0,0,0,0,41719,
226,TEXAS,4809030,AVALON ISD,ellis,FALSE,399,0.080200501,0.695,6.766917293,,0,0,0,0,44712,
227,TEXAS,4809060,AVERY ISD,red river,FALSE,359,0.087743733,0.79,4.735376045,3.621169916,0,0,0,0,39236,
228,TEXAS,4809090,AVINGER ISD,cass,FALSE,126,0.119047619,0.81,0,,0,0,0,0,43500,
229,TEXAS,4809150,AXTELL ISD,mclennan,FALSE,792,0.092840909,0.65,2.525252525,1.893939394,0,0,0,0,50492,
230,TEXAS,4809200,AZLE ISD,tarrant,FALSE,6496,0.060606527,0.53,4.448891626,3.125,0.015394089,0,0,0,60524,
231,TEXAS,4809280,BAIRD ISD,callahan,FALSE,305,0.113442623,0.9,0,,0,0,0,0,41919,
232,TEXAS,4809300,BALLINGER ISD,runnels,FALSE,900,0.083,0.885,5.888888889,,1.111111111,0,0,0,35205,
233,TEXAS,4809330,BALMORHEA ISD,reeves,FALSE,176,0.102272727,0.55,5.681818182,,0,0,0,0,35000,
234,TEXAS,4809360,BANDERA ISD,bandera,FALSE,2279,0.064019307,0.815,1.535761299,6.581834138,0,0,0,0,51393,
235,TEXAS,4809390,BANGS ISD,brown,FALSE,958,0.082463466,0.875,0,0.313152401,0,0,0,0,38596,
236,TEXAS,4809410,BANQUETE ISD,nueces,FALSE,930,0.079569892,0.52,0,3.548387097,0,0,0,0,51217,
237,TEXAS,4809450,BARBERS HILL ISD,chambers,FALSE,5389,0.069400631,0.825,5.956578215,5.622564483,0,0,0,1,88539,
238,TEXAS,4809540,BARTLETT ISD,bell,FALSE,344,0.090116279,0.575,0.872093023,,0,0,0,0,40583,
239,TEXAS,4809570,BASTROP ISD,bastrop,FALSE,10893,0.065786285,0.58,2.175709171,8.271366933,0.156063527,0,0,0,54889,
240,TEXAS,4809630,BAY CITY ISD,matagorda,FALSE,3571,0.072282274,0.735,2.632315878,5.012601512,0.112013442,6,4,0,43632,
241,TEXAS,4809670,BEAUMONT ISD,jefferson,FALSE,18877,0.063061397,0.52,2.495099857,6.341049955,0.037082163,0,0,0,39629,
242,TEXAS,4809690,BECKVILLE ISD,panola,FALSE,665,0.093233083,0.825,10.52631579,,0,0,0,0,53689,
243,TEXAS,4809720,BEEVILLE ISD,bee,FALSE,3311,0.064086379,0.64,2.839021444,3.020235578,0.090607067,0,0,0,41261,
244,TEXAS,4809750,BELLEVUE ISD,clay,FALSE,126,0.137301587,0.89,7.142857143,,0,0,0,0,34625,
245,TEXAS,4809780,BELLS ISD,grayson,FALSE,822,0.081508516,0.77,9.9756691,4.501216545,0.364963504,0,0,0,52109,
246,TEXAS,4809810,BELLVILLE ISD,austin,FALSE,2274,0.067185576,0.815,0,5.496921724,0.043975374,0,0,0,52123,
247,TEXAS,4809860,BELTON ISD,bell,TRUE,11526,0.062968072,0.575,3.279541905,7.565504078,0.008676037,0,0,3,62508,10
248,TEXAS,4809870,BEN BOLT-PALITO BLANCO ISD,jim wells,FALSE,553,0.108499096,0.005,0,,0,0,0,0,54167,
249,TEXAS,4809980,BENJAMIN ISD,knox,FALSE,110,0.126363636,0.825,8.181818182,,0,0,0,0,36023,
250,TEXAS,4810140,BIG SANDY ISD,upshur,FALSE,715,0.09020979,0.85,1.958041958,4.195804196,2.097902098,0,0,0,46563,
252,TEXAS,4810170,BIG SANDY ISD,polk,FALSE,503,0.087475149,0.79,5.367793241,,0.596421471,0,0,0,46563,
254,TEXAS,4810200,BIG SPRING ISD,howard,FALSE,3949,0.06586984,0.8,0,0.987591795,0.025322867,0,0,0,45131,
255,TEXAS,4810230,BIRDVILLE ISD,tarrant,TRUE,23665,0.065821255,0.53,3.004436932,6.744136911,0.012676949,1,5,16,57162,14
256,TEXAS,4810260,BISHOP CISD,nueces,FALSE,1472,0.064334239,0.52,6.385869565,3.668478261,0,0,0,0,52585,
257,TEXAS,4810320,BLANCO ISD,blanco,FALSE,1028,0.075875486,0.755,9.922178988,3.112840467,0,0,0,0,67436,
258,TEXAS,4810350,BLAND ISD,hunt,FALSE,708,0.082627119,0.78,3.95480226,,0,0,0,0,49444,
259,TEXAS,4810380,BLANKET ISD,brown,FALSE,183,0.117486339,0.875,6.010928962,,0,0,0,0,42024,
260,TEXAS,4810440,BLOOMBURG ISD,cass,FALSE,277,0.088447653,0.81,6.137184116,,0,0,0,0,40694,
261,TEXAS,4810470,BLOOMING GROVE ISD,navarro,FALSE,947,0.074868004,0.75,10.13727561,,2.32312566,0,0,0,45260,
262,TEXAS,4810500,BLOOMINGTON ISD,victoria,FALSE,866,0.078198614,0.715,1.732101617,,0,0,0,0,44152,
263,TEXAS,4810590,BLUE RIDGE ISD,collin,FALSE,825,0.069090909,0.57,0,,0.848484848,0,0,0,52688,
264,TEXAS,4810620,BLUFF DALE ISD,erath,FALSE,189,0.082010582,0.835,0,,0,0,0,0,57083,
265,TEXAS,4810650,BLUM ISD,hill,FALSE,353,0.087818697,0.82,5.382436261,,0,0,0,0,42500,
266,TEXAS,4810710,BOERNE ISD,kendall,FALSE,8687,0.0612064,0.8,6.46943709,12.46690457,0.920916312,1,15,7,87680,
267,TEXAS,4810740,BOLES ISD,hunt,FALSE,543,0.089502762,0.78,9.208103131,,0,0,0,0,44205,
268,TEXAS,4810780,BOLING ISD,wharton,FALSE,1122,0.063279857,0.735,4.099821747,3.475935829,0,0,0,0,33083,
269,TEXAS,4810800,BONHAM ISD,fannin,FALSE,1872,0.071741453,0.825,7.905982906,5.769230769,0.053418803,0,0,0,41088,
270,TEXAS,4810830,BOOKER ISD,lipscomb,FALSE,390,0.097179487,0.905,4.871794872,,1.025641026,0,0,0,63542,
271,TEXAS,4810860,BORDEN COUNTY ISD,borden,FALSE,233,0.085407725,0.955,15.02145923,,0,0,0,0,75000,
272,TEXAS,4810890,BORGER ISD,hutchinson,FALSE,2731,0.077261077,0.895,2.563163676,1.281581838,0,3,0,1,45539,
273,TEXAS,4810910,BOSQUEVILLE ISD,mclennan,FALSE,711,0.08649789,0.65,5.344585091,,0.562587904,0,0,0,58333,
274,TEXAS,4810950,BOVINA ISD,parmer,FALSE,517,0.086073501,0.835,6.769825919,3.481624758,0,0,0,0,41429,
275,TEXAS,4810990,BOWIE ISD,montague,FALSE,1696,0.073820755,0.89,5.070754717,0.943396226,0,0,0,0,45939,
276,TEXAS,4811010,BOYD ISD,wise,FALSE,1334,0.067466267,0.855,5.247376312,4.347826087,0.074962519,0,0,0,50382,
277,TEXAS,4811040,BOYS RANCH ISD,oldham,FALSE,303,0.175940594,0.925,26.40264026,,0,0,0,0,67679,
278,TEXAS,4811070,BRACKETT ISD,kinney,FALSE,585,0.097025641,0.73,0,4.957264957,0,0,0,0,32473,
279,TEXAS,4811110,BRADY ISD,mcculloch,FALSE,1178,0.079286927,0.855,6.36672326,0.764006791,0,0,0,0,39010,
280,TEXAS,4811190,BRAZOSPORT ISD,brazoria,FALSE,12344,0.066589436,0.61,5.630265716,6.100129618,0.089112119,1,3,7,55847,
281,TEXAS,4811220,BRECKENRIDGE ISD,stephens,FALSE,1499,0.081387592,0.905,2.401601067,,0,0,0,0,42908,
282,TEXAS,4811250,BREMOND ISD,robertson,FALSE,487,0.097412731,0.72,0,,0,0,0,0,51500,
283,TEXAS,4811280,BRENHAM ISD,washington,FALSE,5029,0.069795188,0.775,4.79220521,6.701133426,0.019884669,0,0,0,48775,
284,TEXAS,4811310,BRIDGE CITY ISD,orange,FALSE,2987,0.063173753,0.825,5.289588216,2.042182792,0,0,0,0,59319,
285,TEXAS,4811340,BRIDGEPORT ISD,wise,FALSE,2039,0.078567925,0.855,4.708190289,6.718979892,1.863658656,2,0,0,51549,
286,TEXAS,4811400,FORT ELLIOTT CISD,wheeler,FALSE,135,0.140740741,0.93,5.185185185,,0,0,0,0,81952,
287,TEXAS,4811430,BROADDUS ISD,san augustine,FALSE,409,0.085574572,0.76,0,,0,0,0,0,30179,
288,TEXAS,4811460,BROCK ISD,parker,FALSE,1372,0.068731778,0.84,4.373177843,,0.072886297,0,0,0,76995,
289,TEXAS,4811490,BRONTE ISD,coke,FALSE,247,0.100404858,0.91,0,,0,0,0,0,39306,
290,TEXAS,4811520,BROOKELAND ISD,sabine,FALSE,411,0.097323601,0.885,0,1.703163017,0,0,0,0,50368,
291,TEXAS,4811550,BROOKESMITH ISD,brown,FALSE,123,0.12601626,0.875,0.81300813,,0,0,0,0,61484,
292,TEXAS,4811580,BROOKS COUNTY ISD,brooks,FALSE,1588,0.062972292,-0.675,3.967254408,,1.889168766,0,0,0,22176,
293,TEXAS,4811610,BROWNFIELD ISD,terry,FALSE,1750,0.081571429,0.795,2.342857143,0.285714286,0,0,0,0,37341,
294,TEXAS,4811640,BROWNSBORO ISD,henderson,FALSE,2707,0.072519394,0.815,5.688954562,3.657185076,0.11082379,0,0,0,44920,
295,TEXAS,4811680,BROWNSVILLE ISD,cameron,FALSE,45550,0.065924479,-0.59,5.982436883,8.586169045,0.021953897,0,0,18,30375,
296,TEXAS,4811700,BROWNWOOD ISD,brown,FALSE,3692,0.069609967,0.875,4.306608884,3.575297941,0.02708559,0,0,0,38791,
297,TEXAS,4811730,BRUCEVILLE-EDDY ISD,mclennan,FALSE,691,0.09406657,0.65,3.039073806,3.039073806,0,1,6,2,42428,
298,TEXAS,4811790,BRYAN ISD,brazos,FALSE,16162,0.071733696,0.61,4.6652642,7.400074248,0.018562059,0,0,0,41168,
299,TEXAS,4811820,BRYSON ISD,jack,FALSE,261,0.083908046,0.915,3.0651341,,0,0,0,0,34415,
300,TEXAS,4811850,BUCKHOLTS ISD,milam,FALSE,145,0.075862069,0.775,2.75862069,,2.068965517,0,0,0,31250,
301,TEXAS,4811910,BUENA VISTA ISD,pecos,FALSE,244,0.06557377,0.665,4.918032787,,0,0,0,0,70833,
302,TEXAS,4811990,BUFFALO ISD,leon,FALSE,945,0.082539683,0.885,0.952380952,0.846560847,0,0,0,0,51441,
303,TEXAS,4812060,BULLARD ISD,cherokee,FALSE,2553,0.080137094,0.8,7.363885625,1.449275362,0.744222483,0,0,0,54989,
304,TEXAS,4812090,BUNA ISD,jasper,FALSE,1530,0.071895425,0.82,6.862745098,1.895424837,0,0,0,0,44929,
305,TEXAS,4812120,BURKBURNETT ISD,wichita,FALSE,3225,0.080620155,0.73,1.395348837,4.496124031,0.062015504,0,10,0,54255,
306,TEXAS,4812150,BURKEVILLE ISD,newton,FALSE,258,0.083875969,0.805,0,,0,0,0,0,39861,
307,TEXAS,4812180,BURLESON ISD,johnson,FALSE,12219,0.063768721,0.78,5.319584254,7.872984696,0.008183976,1,1,5,69500,
308,TEXAS,4812220,BURNET CISD,burnet,FALSE,3201,0.06579194,0.785,3.842549203,6.935332709,0,0,0,0,52127,
309,TEXAS,4812240,BURTON ISD,washington,FALSE,456,0.085526316,0.775,4.605263158,2.192982456,0,0,0,0,57917,
310,TEXAS,4812360,BYNUM ISD,hill,FALSE,179,0.100558659,0.82,2.234636872,,0,0,0,0,56071,
311,TEXAS,4812390,CADDO MILLS ISD,hunt,FALSE,1736,0.074827189,0.78,0,,0,0,0,0,72098,
312,TEXAS,4812420,CALALLEN ISD,nueces,FALSE,4062,0.068193008,0.52,5.908419498,4.923682915,0,0,0,0,101059,
313,TEXAS,4812460,CALDWELL ISD,burleson,FALSE,1804,0.07405765,0.8,5.044345898,6.042128603,0,0,0,0,54639,
314,TEXAS,4812480,CALHOUN COUNTY ISD,calhoun,FALSE,3910,0.066736573,0.725,0,4.52685422,0,0,0,0,47546,
315,TEXAS,4812510,CALLISBURG ISD,cooke,FALSE,1154,0.06932409,0.845,8.232235702,2.512998267,1.039861352,0,0,0,61573,
316,TEXAS,4812540,CALVERT ISD,robertson,FALSE,164,0.114634146,0.72,0,,0,0,0,0,22308,
317,TEXAS,4812640,CAMERON ISD,milam,FALSE,1854,0.074751888,0.775,4.045307443,1.294498382,0.053937433,0,0,0,36460,
318,TEXAS,4812660,CAMPBELL ISD,hunt,FALSE,334,0.071856287,0.78,0,,0,0,0,0,47206,
319,TEXAS,4812700,CANADIAN ISD,hemphill,FALSE,930,0.089677419,0.885,12.3655914,0.967741935,0,0,0,0,57287,
320,TEXAS,4812750,CANTON ISD,van zandt,FALSE,2184,0.066391941,0.875,5.311355311,2.884615385,0.366300366,0,0,0,45714,
321,TEXAS,4812780,CANUTILLO ISD,el paso,TRUE,6201,0.064263828,-0.685,3.289791969,9.256571521,2.24157394,0,3,1,49664,1
322,TEXAS,4812810,CANYON ISD,randall,FALSE,10003,0.062181346,0.82,12.1763471,2.249325202,1.269619114,1,0,2,65386,
323,TEXAS,4812870,CARLISLE ISD,rusk,FALSE,636,0.08504717,0.795,5.974842767,0.157232704,0,0,0,0,47159,
324,TEXAS,4812990,CARRIZO SPRINGS CISD,dimmit,FALSE,2211,0.067526006,-0.665,1.899592944,,0,0,0,0,52991,
325,TEXAS,4813020,CARROLL ISD,tarrant,FALSE,8359,0.062590023,0.53,11.81959565,16.37755712,0.346931451,0,2,1,169401,
326,TEXAS,4813050,CARROLLTON-FARMERS BRANCH ISD,dallas,FALSE,25173,0.070631232,-0.63,5.267548564,7.611329599,1.930639971,4,26,38,59799,
327,TEXAS,4813110,CARTHAGE ISD,panola,FALSE,2685,0.07113594,0.825,4.916201117,4.878957169,0,0,0,0,51746,
328,TEXAS,4813170,CASTLEBERRY ISD,tarrant,FALSE,3918,0.063808065,0.53,10.61766207,5.717202654,2.2460439,0,0,1,36210,
329,TEXAS,4813200,CAYUGA ISD,anderson,FALSE,576,0.0859375,0.8,2.604166667,,0,0,0,0,43822,
330,TEXAS,4813230,CEDAR HILL ISD,dallas,FALSE,7853,0.061488603,-0.63,6.04864383,4.762511142,0.050935948,0,0,0,66044,
331,TEXAS,4813260,CELESTE ISD,hunt,FALSE,490,0.089795918,0.78,6.734693878,0.816326531,0,0,0,0,43631,
332,TEXAS,4813290,CELINA ISD,collin,FALSE,2576,0.067934783,0.57,6.832298137,8.850931677,0,0,0,0,88052,
333,TEXAS,4813320,CENTER ISD,shelby,FALSE,2670,0.078651685,0.81,6.029962547,0.936329588,0,0,0,0,36504,
334,TEXAS,4813350,CENTER POINT ISD,kerr,FALSE,576,0.071354167,0.785,6.770833333,1.041666667,0.173611111,0,0,0,44606,
335,TEXAS,4813380,CENTERVILLE ISD,trinity,FALSE,183,0.142076503,0.82,1.092896175,,0,0,0,0,59500,
337,TEXAS,4813410,CENTERVILLE ISD,leon,FALSE,684,0.090789474,0.885,5.263157895,,0,0,0,0,59500,
339,TEXAS,4813440,CENTRAL HEIGHTS ISD,nacogdoches,FALSE,1133,0.07325684,0.68,8.473080318,,0,0,0,0,49002,
340,TEXAS,4813500,CENTRAL ISD,angelina,FALSE,1514,0.075297226,0.75,4.491413474,4.953764861,0,0,0,0,49939,
341,TEXAS,4813530,LUMBERTON ISD,hardin,FALSE,4001,0.064733817,0.875,9.397650587,4.748812797,0.074981255,0,0,0,61850,
342,TEXAS,4813590,CHANNELVIEW ISD,harris,FALSE,9691,0.057242803,-0.54,8.657517284,6.789804974,0.288927871,0,0,0,49489,
343,TEXAS,4813620,CHANNING ISD,hartley,FALSE,181,0.102209945,0.915,1.104972376,,0,0,0,0,41250,
344,TEXAS,4813650,CHAPEL HILL ISD,smith,FALSE,3559,0.074740096,0.72,3.933689239,16.35290812,0,0,0,0,56778,
346,TEXAS,4813680,CHAPEL HILL ISD,titus,FALSE,1057,0.08230842,0.745,3.784295175,6.906338694,0.094607379,0,0,0,56778,
348,TEXAS,4813710,CHARLOTTE ISD,atascosa,FALSE,497,0.06639839,0.665,4.426559356,,0.201207243,0,0,0,30793,
349,TEXAS,4813740,CHEROKEE ISD,san saba,FALSE,114,0.132192982,0.895,3.50877193,,0,0,0,0,49063,
350,TEXAS,4813770,CHESTER ISD,tyler,FALSE,205,0.087804878,0.855,0,,1.463414634,0,0,0,50192,
351,TEXAS,4813800,CHICO ISD,wise,FALSE,606,0.074092409,0.855,4.455445545,,0,0,0,0,49408,
352,TEXAS,4813860,CHILDRESS ISD,childress,FALSE,1115,0.081973094,0.88,0,,0,0,0,0,48851,
353,TEXAS,4813890,CHILLICOTHE ISD,hardeman,FALSE,219,0.086757991,0.86,5.479452055,,0,0,0,0,47543,
354,TEXAS,4813920,CHILTON ISD,falls,FALSE,506,0.088932806,0.705,0,,0.592885375,0,0,0,33614,
355,TEXAS,4813960,CHINA SPRING ISD,mclennan,FALSE,2754,0.067901235,0.65,6.935366739,3.48583878,0.036310821,0,0,0,70625,
356,TEXAS,4813980,CHIRENO ISD,nacogdoches,FALSE,393,0.078880407,0.68,5.597964377,,0.254452926,0,0,0,46169,
357,TEXAS,4814010,CHRISTOVAL ISD,tom green,FALSE,520,0.098230769,0.745,7.884615385,,0.769230769,0,0,0,69491,
358,TEXAS,4814070,CISCO ISD,eastland,FALSE,854,0.099531616,0.885,3.864168618,,0,0,0,0,37938,
359,TEXAS,4814130,CITY VIEW ISD,wichita,FALSE,1057,0.071901608,0.73,5.487228004,2.649006623,2.175969726,0,0,0,50444,
360,TEXAS,4814160,CLARENDON ISD,donley,FALSE,473,0.097251586,0.895,4.862579281,,0,0,0,0,39952,
361,TEXAS,4814190,CLARKSVILLE ISD,red river,FALSE,542,0.067416974,0.79,4.42804428,,0.184501845,0,0,0,26121,
362,TEXAS,4814250,CLAUDE ISD,armstrong,FALSE,372,0.091397849,0.935,5.107526882,,0,0,0,0,60329,
363,TEXAS,4814280,CLEAR CREEK ISD,harris,TRUE,41874,0.065065673,-0.54,5.5523714,11.63968095,1.136743564,2,3,3,81718,7
364,TEXAS,4814310,CLEBURNE ISD,johnson,FALSE,6724,0.068808745,0.78,3.435455086,7.718619869,0.0892326,0,0,1,51086,
365,TEXAS,4814370,CLEVELAND ISD,liberty,FALSE,5575,0.061524664,0.805,6.206278027,4.179372197,0.035874439,0,0,0,40729,
366,TEXAS,4814400,CLIFTON ISD,bosque,FALSE,1002,0.079341317,0.835,1.896207585,,1.696606786,0,0,0,48911,
367,TEXAS,4814430,CLINT ISD,el paso,FALSE,11517,0.05993922,-0.685,12.55535296,4.211166102,0.017365633,2,0,3,37110,
368,TEXAS,4814450,CLYDE CISD,callahan,FALSE,1434,0.081311018,0.9,6.066945607,1.115760112,0.069735007,0,0,0,44401,
369,TEXAS,4814490,COAHOMA ISD,howard,FALSE,915,0.087431694,0.8,0,0.218579235,0,0,0,0,52417,
370,TEXAS,4814520,COLDSPRING-OAKHURST CISD,san jacinto,FALSE,1532,0.067232376,0.82,4.830287206,8.355091384,0,0,0,0,52991,
371,TEXAS,4814550,COLEMAN ISD,coleman,FALSE,885,0.089265537,0.895,9.604519774,,0,0,0,0,34365,
372,TEXAS,4814580,COLLINSVILLE ISD,grayson,FALSE,546,0.075091575,0.77,10.43956044,,0,0,0,0,54940,
373,TEXAS,4814600,COLMESNEIL ISD,tyler,FALSE,475,0.090526316,0.855,0,1.684210526,0,0,0,0,43239,
374,TEXAS,4814640,COLORADO ISD,mitchell,FALSE,988,0.074898785,0.855,11.23481781,,0,0,0,0,48274,
375,TEXAS,4814670,COLUMBIA-BRAZORIA ISD,brazoria,FALSE,3135,0.062998405,0.61,0,2.264752791,0,0,0,0,56245,
376,TEXAS,4814700,COLUMBUS ISD,colorado,FALSE,1538,0.081989597,0.78,4.486345904,4.161248375,0,0,0,0,45886,
377,TEXAS,4814730,COMAL ISD,comal,FALSE,23091,0.062165346,0.74,2.520462518,7.816898359,0.051968299,0,0,0,74892,
378,TEXAS,4814760,COMANCHE ISD,comanche,FALSE,1327,0.084400904,0.86,4.973624717,3.240391861,0,0,0,0,33705,
379,TEXAS,4814790,COMFORT ISD,kendall,FALSE,1102,0.084392015,0.8,4.99092559,0.725952813,0.998185118,0,0,0,52132,
380,TEXAS,4814820,COMMERCE ISD,hunt,FALSE,1514,0.073910172,0.78,3.500660502,15.38969617,0,0,0,0,29547,
381,TEXAS,4814850,COMMUNITY ISD,collin,FALSE,2262,0.081343943,0.57,6.58709107,3.890362511,1.149425287,3,0,0,73422,
382,TEXAS,4814880,COMO-PICKTON CISD,hopkins,FALSE,747,0.085676037,0.82,5.354752343,,0.93708166,0,0,0,,
383,TEXAS,4814920,COMSTOCK ISD,val verde,FALSE,212,0.094339623,0.535,5.188679245,,0,0,0,0,45673,
384,TEXAS,4814970,CONNALLY ISD,mclennan,FALSE,2335,0.075901499,0.65,3.169164882,2.6124197,0.085653105,5,4,13,34957,
385,TEXAS,4815000,CONROE ISD,montgomery,TRUE,61544,0.0604197,0.75,8.475237229,9.040686338,0.20310672,2,9,11,71860,10
386,TEXAS,4815120,COOLIDGE ISD,limestone,FALSE,307,0.092833876,0.77,3.583061889,,6.188925081,0,0,6,31484,
387,TEXAS,4815150,COOPER ISD,delta,FALSE,822,0.078698297,0.845,8.759124088,1.216545012,0,0,0,0,42632,
388,TEXAS,4815180,LUBBOCK-COOPER ISD,lubbock,FALSE,6288,0.072853053,0.69,5.709287532,2.78307888,0,0,0,0,80602,
389,TEXAS,4815210,COPPELL ISD,dallas,FALSE,12625,0.060831683,-0.63,4.269306931,20.42772277,0.007920792,0,0,0,117541,
390,TEXAS,4815240,COPPERAS COVE ISD,coryell,FALSE,8152,0.065431796,0.7,5.618253189,4.440628067,0.036800785,6,0,1,53192,
391,TEXAS,4815270,CORPUS CHRISTI ISD,nueces,FALSE,38012,0.061310639,0.52,4.543302115,7.594970009,0.021045985,3,15,83,46193,
392,TEXAS,4815300,CORRIGAN-CAMDEN ISD,polk,FALSE,892,0.080381166,0.79,4.147982063,,0,0,0,0,39767,
393,TEXAS,4815330,CORSICANA ISD,navarro,FALSE,5915,0.068554522,0.75,5.39306847,4.970414201,0.135249366,0,0,0,39928,
394,TEXAS,4815360,COTTON CENTER ISD,hale,FALSE,117,0.128205128,0.775,3.418803419,,0,0,0,0,33750,
395,TEXAS,4815400,COTULLA ISD,,FALSE,1380,0.080072464,,3.623188406,3.985507246,0,0,0,0,34438,
