,LEA_STATE_NAME,LEAID,LEA_NAME,LEA_ENR,banned_books,SCH_FTETEACH_TOT,NMCNTY,overall_TPI,Closest_Match,Median Household Income,School District,dist_key,Catholic Church,Non-Religious,Non-denominational Christian Churches,Southern Baptist Convention,United Methodist Church
280,TEXAS,4811190,BRAZOSPORT ISD,12344,False,0.0665894361633182,brazoria,0.61,BRAZOSPORT,55847.0,"Brazosport Independent School District / 62,345",BRAZOSPORT,0.19284952060446575,0.42841859952530836,0.09903475785620015,0.12431490924143418,0.02039614978321699
281,TEXAS,4811220,BRECKENRIDGE ISD,1499,False,0.0813875917278185,stephens,0.905,BRECKENRIDGE,42908.0,"Breckenridge Independent School District / 9,353",BRECKENRIDGE,0.10702120646082848,0.1760246126799253,0.03516097132183277,0.5693879793429294,0.0505438962751346
282,TEXAS,4811250,BREMOND ISD,487,False,0.0974127310061601,robertson,0.72,BREMOND,51500.0,"Bremond Independent School District / 2,031",BREMOND,0.2441964552127469,0.3329354896461181,0.026257683356209344,0.2501641105209763,0.048815420421316466
283,TEXAS,4811280,BRENHAM ISD,5029,False,0.0697951879101212,washington,0.775,BRENHAM,48775.0,"Brenham Independent School District / 31,080",BRENHAM,0.26861632642754835,0.2855467113531629,0.07389031654210833,0.29714498993553295,0.0438064143050268
284,TEXAS,4811310,BRIDGE CITY ISD,2987,False,0.0631737529293605,orange,0.8250000000000001,BRIDGE CITY,59319.0,"Bridge City Independent School District / 13,434",BRIDGE CITY,0.2838696364101707,0.41530280162248845,0.17124175009937298,0.31903929969508604,0.03722649602945266
285,TEXAS,4811340,BRIDGEPORT ISD,2039,False,0.0785679254536537,wise,0.855,BRIDGEPORT,51549.0,"Bridgeport Independent School District / 11,903",BRIDGEPORT,0.07242977036950693,0.5392382562070172,0.1270544352488635,0.1929420678400746,0.023298169949877608
286,TEXAS,4811400,FORT ELLIOTT CISD,135,False,0.1407407407407407,wheeler,0.93,FORT BEND,81952.0,"Fort Bend Independent School District / 368,856",FORT BEND,0.012224448897795592,0.6346693386773548,0.0,0.1376753507014028,0.11923847695390781
287,TEXAS,4811430,BROADDUS ISD,409,False,0.0855745721271393,san augustine,0.76,BROADDUS,30179.0,"Broaddus Independent School District / 3,051",BROADDUS,0.02525890376357666,0.5063147259408942,0.06314725940894166,0.22518312705228594,0.015407931295781763
288,TEXAS,4811460,BROCK ISD,1372,False,0.0687317784256559,parker,0.84,BROCK,76995.0,"Brock Independent School District / 4,373",BROCK,0.07102859224676498,0.5552414621311277,0.07029995547219711,0.19129413987127417,0.041167977763085103
289,TEXAS,4811490,BRONTE ISD,247,False,0.1004048582995951,coke,0.91,BRONTE,39306.0,"Bronte Independent School District / 1,507",BRONTE,0.03592085235920852,0.2983257229832572,0.0,0.3911719939117199,0.10745814307458143
290,TEXAS,4811520,BROOKELAND ISD,411,False,0.097323600973236,sabine,0.885,BROOKELAND,50368.0,"Brookeland Independent School District / 1,898",BROOKELAND,0.010410349706893066,0.320699413786133,0.04042854255104104,0.3159490600363857,0.03618354558318173
291,TEXAS,4811550,BROOKESMITH ISD,123,False,0.1260162601626016,brown,0.875,BROOKESMITH,61484.0,Brookesmith Independent School District / 832,BROOKESMITH,0.03916524478277989,0.3758498490615566,0.08358052237826487,0.3491271820448878,0.07777923612022575
292,TEXAS,4811580,BROOKS COUNTY ISD,1588,False,0.0629722921914357,brooks,-0.675,BROOKS COUNTY,22176.0,"Brooks County Independent School District / 7,200",BROOKS COUNTY,0.60895986433013,0.2836348219332956,0.0423968343697004,0.023883550028264557,0.013143018654607123
293,TEXAS,4811610,BROWNFIELD ISD,1750,False,0.0815714285714285,terry,0.795,BROWNFIELD,37341.0,"Brownfield Independent School District / 10,805",BROWNFIELD,0.1821485926802468,0.4060518975572648,0.03211900938213169,0.23303186543825544,0.009044036852337081
294,TEXAS,4811640,BROWNSBORO ISD,2707,False,0.0725193941632803,henderson,0.8150000000000001,BROWNSBORO,44920.0,"Brownsboro Independent School District / 15,411",BROWNSBORO,0.08105903834449178,0.5150578210590384,0.07948874010955569,0.19524041387705418,0.03664029214850883
295,TEXAS,4811680,BROWNSVILLE ISD,45550,False,0.0659244785949506,cameron,-0.5900000000000001,BROWNSVILLE,30375.0,"Brownsville Independent School District / 191,211",BROWNSVILLE,0.36763836139633316,0.4544804604089622,0.07694701164086011,0.027241180284881608,0.006655313205880048
296,TEXAS,4811700,BROWNWOOD ISD,3692,False,0.0696099674972914,brown,0.875,BROWNWOOD,38791.0,"Brownwood Independent School District / 21,084",BROWNWOOD,0.03916524478277989,0.3758498490615566,0.08358052237826487,0.3491271820448878,0.07777923612022575
297,TEXAS,4811730,BRUCEVILLE-EDDY ISD,691,False,0.0940665701881331,mclennan,0.65,BRUCEVILLE-EDDY,42428.0,"Bruceville-Eddy Independent School District / 4,027",BRUCEVILLE-EDDY,0.19801672429474362,0.4266575587441812,0.05594464634525422,0.17967295906423772,0.0369830262607501
298,TEXAS,4811790,BRYAN ISD,16162,False,0.0717336963247122,brazos,0.61,BRYAN,41168.0,"Bryan Independent School District / 94,730",BRYAN,0.1577171593635209,0.6023374057618378,0.0453283956741316,0.07205504406689787,0.038948210169810434
299,TEXAS,4811820,BRYSON ISD,261,False,0.0839080459770114,jack,0.915,BRYSON,34415.0,"Bryson Independent School District / 1,574",BRYSON,0.08840887629839471,0.5375354107648725,0.007082152974504249,0.23937677053824363,0.03906987724268177
300,TEXAS,4811850,BUCKHOLTS ISD,145,False,0.0758620689655172,milam,0.775,BUCKHOLTS,31250.0,Buckholts Independent School District / 776,BUCKHOLTS,0.1743960572028763,0.40486386038620026,0.03514583501656298,0.1722549890926719,0.051022057041286255
301,TEXAS,4811910,BUENA VISTA ISD,244,False,0.0655737704918032,pecos,0.665,BUENA VISTA,70833.0,Buena Vista Independent School District / 444,BUENA VISTA,0.29915092476798527,0.4854209175278089,0.028960705588099784,0.0663463437109195,0.013822154939774896
302,TEXAS,4811990,BUFFALO ISD,945,False,0.0825396825396825,leon,0.885,BUFFALO,51441.0,"Buffalo Independent School District / 5,919",BUFFALO,0.12326772051248736,0.4387683694891532,0.2097634026260594,0.2894711739475284,0.08880810436864883
303,TEXAS,4812060,BULLARD ISD,2553,False,0.0801370936153544,cherokee,0.8,BULLARD,54989.0,"Bullard Independent School District / 11,887",BULLARD,0.10741490121399666,0.40230500674442593,0.06958660636356423,0.24236292946123938,0.047885424105371735
304,TEXAS,4812090,BUNA ISD,1530,False,0.0718954248366013,jasper,0.8200000000000001,BUNA,44929.0,"Buna Independent School District / 8,194",BUNA,0.03214069132807762,0.3286537295330503,0.07313523347483324,0.3818374772589448,0.04651303820497271
305,TEXAS,4812120,BURKBURNETT ISD,3225,False,0.0806201550387596,wichita,0.73,BURKBURNETT,54255.0,"Burkburnett Independent School District / 19,551",BURKBURNETT,0.1729880170081175,0.3165906455353691,0.06945496714340936,0.2868419018167762,0.031202164669501355
306,TEXAS,4812150,BURKEVILLE ISD,258,False,0.083875968992248,newton,0.805,BURKEVILLE,39861.0,"Burkeville Independent School District / 3,131",BURKEVILLE,0.012277973315871327,0.6506507325857411,0.03274126217565687,0.20152246869116805,0.010804616517966768
307,TEXAS,4812180,BURLESON ISD,12219,False,0.0637687208445863,johnson,0.78,BURLESON,69500.0,"Burleson Independent School District / 55,866",BURLESON,0.018262962201337208,0.6349074902599388,0.04489598559415763,0.15159481345212225,0.026872009203732623
308,TEXAS,4812220,BURNET CISD,3201,False,0.0657919400187441,burnet,0.785,BURNET CONSOLIDATED,52127.0,"Burnet Consolidated Independent School District / 21,985",BURNET CONSOLIDATED,0.21591695501730104,0.46287400773458176,0.03761449216364746,0.14412782414003664,0.03800122124974557
309,TEXAS,4812240,BURTON ISD,456,False,0.0855263157894736,washington,0.775,BURTON,57917.0,"Burton Independent School District / 2,974",BURTON,0.26861632642754835,0.2855467113531629,0.07389031654210833,0.29714498993553295,0.0438064143050268
310,TEXAS,4812360,BYNUM ISD,179,False,0.1005586592178771,hill,0.8200000000000001,BYNUM,56071.0,"Bynum Independent School District / 1,066",BYNUM,0.15077772202709483,0.384679712326476,0.04571556001561019,0.23440374644589396,0.03961086023303786
311,TEXAS,4812390,CADDO MILLS ISD,1736,False,0.0748271889400921,hunt,0.78,CADDO MILLS,72098.0,"Caddo Mills Independent School District / 6,104",CADDO MILLS,0.02651166513265837,0.5739125215094641,0.06146704550002001,0.21138300852375044,0.021699547801032455
312,TEXAS,4812420,CALALLEN ISD,4062,False,0.0681930083702609,nueces,0.52,ALLEN,101059.0,"Allen Independent School District / 89,748",ALLEN,0.4023721749372837,0.36190815962489176,0.06442643652775654,0.07693004660539444,0.01488201416849294
313,TEXAS,4812460,CALDWELL ISD,1804,False,0.0740576496674057,burleson,0.8,CALDWELL,54639.0,"Caldwell Independent School District / 9,837",CALDWELL,0.2880625779390092,0.33408910554358917,0.00340097494615123,0.20439859426368892,0.04840721006688584
314,TEXAS,4812480,CALHOUN COUNTY ISD,3910,False,0.0667365728900255,calhoun,0.725,CALHOUN COUNTY,47546.0,"Calhoun County Independent School District / 21,569",CALHOUN COUNTY,0.27927847006411155,0.295334725952452,0.021461940461159602,0.36650630760136577,0.07536564852238586
315,TEXAS,4812510,CALLISBURG ISD,1154,False,0.0693240901213171,cooke,0.845,CALLISBURG,61573.0,"Callisburg Independent School District / 7,599",CALLISBURG,0.2951185562062014,0.31232600556782186,0.12863588365172315,0.152203129499856,0.027047134491696264
316,TEXAS,4812540,CALVERT ISD,164,False,0.1146341463414634,robertson,0.72,CALVERT,22308.0,"Calvert Independent School District / 1,604",CALVERT,0.2441964552127469,0.3329354896461181,0.026257683356209344,0.2501641105209763,0.048815420421316466
317,TEXAS,4812640,CAMERON ISD,1854,False,0.0747518878101402,milam,0.775,CAMERON,36460.0,"Cameron Independent School District / 7,641",CAMERON,0.1743960572028763,0.40486386038620026,0.03514583501656298,0.1722549890926719,0.051022057041286255
318,TEXAS,4812660,CAMPBELL ISD,334,False,0.0718562874251497,hunt,0.78,CAMPBELL,47206.0,"Campbell Independent School District / 1,768",CAMPBELL,0.02651166513265837,0.5739125215094641,0.06146704550002001,0.21138300852375044,0.021699547801032455
319,TEXAS,4812700,CANADIAN ISD,930,False,0.0896774193548387,hemphill,0.885,CANADIAN,57287.0,"Canadian Independent School District / 3,893",CANADIAN,0.18332347723240686,0.2415730337078652,0.08870490833826139,0.1020106445890006,0.10762862211709048
320,TEXAS,4812750,CANTON ISD,2184,False,0.0663919413919413,van zandt,0.875,ANTON,45714.0,"Anton Independent School District / 1,514",ANTON,0.02693941989553417,0.57368871869804,0.06022740632505332,0.20612687055978232,0.048319645286441275
321,TEXAS,4812780,CANUTILLO ISD,6201,True,0.0642638284147718,el paso,-0.685,CANUTILLO,49664.0,"Canutillo Independent School District / 30,535",CANUTILLO,0.4796784407681102,0.3761559139474411,0.057995256781843155,0.021531622802102912,0.003294607448446671
322,TEXAS,4812810,CANYON ISD,10003,False,0.0621813455963211,randall,0.8200000000000001,CANYON,65386.0,"Canyon Independent School District / 53,306",CANYON,0.012788359750769078,0.505388872706088,0.24265202162653726,0.11156422953684823,0.036496557799833754
323,TEXAS,4812870,CARLISLE ISD,636,False,0.0850471698113207,rusk,0.795,CARLISLE,47159.0,"Carlisle Independent School District / 2,420",CARLISLE,0.06314398437200751,0.567376565672042,0.04404948864289271,0.15168345654422186,0.03219443061247941
324,TEXAS,4812990,CARRIZO SPRINGS CISD,2211,False,0.0675260063319764,dimmit,-0.665,SPRING,52991.0,"Spring Independent School District / 178,081",SPRING,0.681834010446895,0.1726059199071387,0.013929193267556587,0.08578061520603598,0.01706326175275682
325,TEXAS,4813020,CARROLL ISD,8359,False,0.0625900227299916,tarrant,0.53,CARROLL,169401.0,"Carroll Independent School District / 29,265",CARROLL,0.17042461054466893,0.3933669408331122,0.12429215782890497,0.1321395406132737,0.0435578781791305
326,TEXAS,4813050,CARROLLTON-FARMERS BRANCH ISD,25173,False,0.070631231875422,dallas,-0.63,CARROLLTON-FARMERS BRANCH,59799.0,"Carrollton-Farmers Branch Independent School District / 176,223",CARROLLTON-FARMERS BRANCH,0.1651572829026083,0.4102709008742552,0.0873000173328196,0.08065500457425735,0.05471431648810291
327,TEXAS,4813110,CARTHAGE ISD,2685,False,0.0711359404096834,panola,0.8250000000000001,CARTHAGE,51746.0,"Carthage Independent School District / 16,677",CARTHAGE,0.06553732604152772,0.3840202747765773,0.051576186029967545,0.2605931261393446,0.056867191320972836
328,TEXAS,4813170,CASTLEBERRY ISD,3918,False,0.0638080653394589,tarrant,0.53,CASTLEBERRY,36210.0,"Castleberry Independent School District / 19,763",CASTLEBERRY,0.17042461054466893,0.3933669408331122,0.12429215782890497,0.1321395406132737,0.0435578781791305
329,TEXAS,4813200,CAYUGA ISD,576,False,0.0859375,anderson,0.8,CAYUGA,43822.0,"Cayuga Independent School District / 11,068",CAYUGA,0.08668554262629052,0.4639515210110148,0.08753150788992092,0.18455854424916265,0.029332550671592832
330,TEXAS,4813230,CEDAR HILL ISD,7853,False,0.0614886030816248,dallas,-0.63,CEDAR HILL,66044.0,"Cedar Hill Independent School District / 46,851",CEDAR HILL,0.1651572829026083,0.4102709008742552,0.0873000173328196,0.08065500457425735,0.05471431648810291
331,TEXAS,4813260,CELESTE ISD,490,False,0.0897959183673469,hunt,0.78,CELESTE,43631.0,"Celeste Independent School District / 2,168",CELESTE,0.02651166513265837,0.5739125215094641,0.06146704550002001,0.21138300852375044,0.021699547801032455
332,TEXAS,4813290,CELINA ISD,2576,False,0.0679347826086956,collin,0.5700000000000001,CELINA,88052.0,"Celina Independent School District / 9,170",CELINA,0.1320494332833865,0.5277543178967838,0.08196417918860649,0.08222252493036408,0.045815503562822636
333,TEXAS,4813320,CENTER ISD,2670,False,0.0786516853932584,shelby,0.81,CENTER,36504.0,"Center Independent School District / 11,709",CENTER,0.02743318624594122,0.4649487969361419,0.02247939388893514,0.2634251935725585,0.03825659811839147
334,TEXAS,4813350,CENTER POINT ISD,576,False,0.0713541666666666,kerr,0.785,CENTER POINT,44606.0,"Center Point Independent School District / 3,868",CENTER POINT,0.2107114338948249,0.3712308452792882,0.09563101258602989,0.10650595079660824,0.05724552264344652
335,TEXAS,4813380,CENTERVILLE ISD,183,False,0.1420765027322404,trinity,0.8200000000000001,CENTERVILLE,59500.0,"Centerville Independent School District / 1,040",CENTERVILLE,0.04506690192618733,0.5186737244522864,0.08381120423467137,0.24312601088075284,0.03117188648728128
336,TEXAS,4813380,CENTERVILLE ISD,183,False,0.1420765027322404,trinity,0.8200000000000001,CENTERVILLE,49043.0,"Centerville Independent School District / 4,478",CENTERVILLE,0.04506690192618733,0.5186737244522864,0.08381120423467137,0.24312601088075284,0.03117188648728128
