,LEA_STATE_NAME,LEAID,LEA_NAME,County Name,banned_books,LEA_ENR,SCH_FTETEACH_TOT,overall_TPI,SATACT_P,APENR_P,P_EXPULSIONS,TOT_DIS_HB,TOT_RAC_HB,TOT_SEX_HB
36,TEXAS,4800061,NEW FRONTIERS PUBLIC SCHOOLS INC,bexar,False,714,0.07142857142857142,-0.5700000000000001,9.103641456582633,,0.0,1,0,0
37,TEXAS,4800062,SCHOOL OF EXCELLENCE IN EDUCATION,bexar,False,673,0.07052005943536405,-0.5700000000000001,2.2288261515601784,3.268945022288262,0.0,0,0,0
38,TEXAS,4800063,SOUTHWEST PREPARATORY SCHOOL,bexar,False,884,0.07631221719457014,-0.5700000000000001,0.0,,0.0,0,0,0
39,TEXAS,4800064,CHAPARRAL STAR ACADEMY,travis,False,380,0.07894736842105263,-0.7050000000000001,7.894736842105263,13.684210526315791,0.0,0,0,0
40,TEXAS,4800065,HORIZON MONTESSORI PUBLIC SCHOOLS,hidalgo,False,1237,0.08973322554567502,-0.625,,,0.0,0,0,0
41,TEXAS,4800066,TEXAS EMPOWERMENT ACADEMY,travis,False,341,0.07038123167155426,-0.7050000000000001,0.0,,0.0,0,0,0
42,TEXAS,4800068,TREETOPS SCHOOL INTERNATIONAL,tarrant,False,381,0.08706036745406824,0.53,3.4120734908136483,,0.0,0,0,0
43,TEXAS,4800069,TWO DIMENSIONS PREPARATORY ACADEMY,harris,False,524,0.05343511450381679,-0.54,,,0.0,0,0,0
44,TEXAS,4800070,UNIVERSAL ACADEMY,dallas,False,2162,0.061517113783533764,-0.63,2.127659574468085,,0.0,0,0,0
45,TEXAS,4800071,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,travis,False,638,0.11912225705329153,-0.7050000000000001,0.0,,0.0,0,0,0
46,TEXAS,4800072,NOVA ACADEMY,dallas,False,182,0.06043956043956044,-0.63,,,0.0,0,0,0
47,TEXAS,4800073,THE VARNETT PUBLIC SCHOOL,harris,False,1453,0.054686854783207166,-0.54,,,0.0,0,0,0
48,TEXAS,4800074,PINEYWOODS COMMUNITY ACADEMY,angelina,False,1020,0.061764705882352944,0.75,3.9215686274509802,,0.0,0,0,0
49,TEXAS,4800075,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),harris,False,2194,0.032520510483135825,-0.54,0.5469462169553327,,1.4129443938012762,0,0,1
50,TEXAS,4800076,PRIORITY CHARTER SCHOOLS,williamson,False,960,0.07591666666666666,0.52,3.854166666666667,,0.10416666666666667,1,3,0
51,TEXAS,4800077,BEXAR COUNTY ACADEMY,bexar,False,373,0.07908847184986595,-0.5700000000000001,,,0.0,0,1,0
52,TEXAS,4800080,HERITAGE ACADEMY,bexar,False,508,0.0625,-0.5700000000000001,1.574803149606299,,0.0,0,0,0
53,TEXAS,4800086,BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,brazos,False,394,0.07588832487309645,0.61,,,0.0,0,0,0
54,TEXAS,4800089,LUMIN EDUCATION,dallas,False,299,0.05351170568561873,-0.63,,,0.0,0,0,0
55,TEXAS,4800090,ACADEMY OF DALLAS,dallas,False,432,0.05092592592592592,-0.63,,,0.0,0,0,0
56,TEXAS,4800092,TRINITY BASIN PREPARATORY,dallas,False,2958,0.06727518593644355,-0.63,,,0.5070993914807302,0,0,0
57,TEXAS,4800093,ACADEMY FOR ACADEMIC EXCELLENCE,dallas,False,521,0.11132437619961612,-0.63,0.0,,0.0,0,0,0
58,TEXAS,4800095,A W BROWN LEADERSHIP ACADEMY,dallas,False,2139,0.05053763440860215,-0.63,,,0.0,1,0,0
59,TEXAS,4800098,JEAN MASSIEU ACADEMY,tarrant,False,195,0.08205128205128205,0.53,0.0,,0.0,0,0,0
60,TEXAS,4800105,WAXAHACHIE FAITH FAMILY ACADEMY,dallas,False,2446,0.05928045789043336,-0.63,7.76778413736713,4.6197874080130825,0.0,0,0,0
61,TEXAS,4800106,PASO DEL NORTE ACADEMY CHARTER DISTRICT,el paso,False,217,0.06368663594470046,-0.685,12.903225806451612,,0.0,0,0,0
62,TEXAS,4800108,ODYSSEY ACADEMY INC,galveston,False,1150,0.06521739130434782,0.63,1.565217391304348,,0.0,0,0,0
63,TEXAS,4800109,EAST TEXAS CHARTER SCHOOLS,gregg,False,140,0.08214285714285714,0.71,1.4285714285714286,,0.0,0,0,0
64,TEXAS,4800113,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,harris,False,513,0.053294346978557505,-0.54,,,0.0,0,0,0
65,TEXAS,4800115,HOUSTON HEIGHTS HIGH SCHOOL,harris,False,194,0.08402061855670104,-0.54,14.948453608247423,,0.0,0,0,0
66,TEXAS,4800118,HOUSTON GATEWAY ACADEMY INC,harris,False,2263,0.049491825011047284,-0.54,0.0,,0.0,0,0,0
67,TEXAS,4800124,CALVIN NELMS CHARTER SCHOOLS,harris,False,311,0.05787781350482315,-0.54,4.501607717041801,,0.0,0,0,0
68,TEXAS,4800125,SOUTHWEST SCHOOL,harris,False,2025,0.05925925925925926,-0.54,4.54320987654321,2.567901234567901,0.0,0,0,0
69,TEXAS,4800127,COMQUEST ACADEMY,harris,False,75,0.07,-0.54,0.0,,0.0,0,0,0
70,TEXAS,4800132,KATHERINE ANNE PORTER SCHOOL,hays,False,162,0.07407407407407407,-0.54,20.37037037037037,14.814814814814813,1.8518518518518516,0,0,0
71,TEXAS,4800133,MIDVALLEY ACADEMY CHARTER DISTRICT,cameron,False,384,0.04296875,-0.5900000000000001,2.864583333333333,,0.0,0,0,0
72,TEXAS,4800139,TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,jefferson,False,495,0.08062626262626262,0.52,0.8080808080808081,1.6161616161616161,2.6262626262626263,0,0,0
73,TEXAS,4800141,RISE ACADEMY,lubbock,False,307,0.07003257328990228,0.6900000000000001,,,0.0,0,0,0
74,TEXAS,4800142,SOUTH PLAINS ACADEMY CHARTER DISTRICT,lubbock,False,200,0.055,0.6900000000000001,6.5,,2.5,0,0,0
75,TEXAS,4800148,MIDLAND ACADEMY CHARTER SCHOOL,midland,False,415,0.07710843373493977,0.8,,,0.0,0,0,0
76,TEXAS,4800151,TEXAS SERENITY ACADEMY,harris,False,504,0.05357142857142857,-0.54,,,0.0,0,0,0
77,TEXAS,4800158,ARLINGTON CLASSICS ACADEMY,tarrant,False,1533,0.057729941291585124,0.53,0.0,,0.0,0,0,0
78,TEXAS,4800159,ERATH EXCELS ACADEMY INC,erath,False,115,0.10434782608695652,0.835,2.608695652173913,,0.0,0,0,0
79,TEXAS,4800163,TEXAS COLLEGE PREPARATORY ACADEMIES,denton,False,13093,0.06321545864202245,0.58,0.09928969678454137,,1.8330405560223018,0,0,0
80,TEXAS,4800171,RANCH ACADEMY,van zandt,False,101,0.0891089108910891,0.875,0.0,,0.0,0,0,0
81,TEXAS,4800174,GATEWAY ACADEMY CHARTER DISTRICT,webb,False,321,0.05996884735202492,-0.67,0.0,4.049844236760125,0.0,0,0,0
82,TEXAS,4800177,ST MARY'S ACADEMY CHARTER SCHOOL,bee,False,457,0.060175054704595186,0.64,,,0.0,0,0,0
83,TEXAS,4800179,JUBILEE ACADEMIES,bexar,False,5649,0.06744556558682953,-0.5700000000000001,2.318994512303062,1.2391573729863694,0.0,0,0,0
84,TEXAS,4800184,GATEWAY CHARTER ACADEMY,dallas,False,757,0.07253632760898282,-0.63,4.491413474240423,,0.0,0,0,0
85,TEXAS,4800186,EDUCATION CENTER INTERNATIONAL ACADEMY,dallas,False,544,0.06801470588235294,-0.63,,,0.0,0,0,0
86,TEXAS,4800187,NORTH TEXAS COLLEGIATE ACADEMY,denton,False,526,0.07224334600760456,0.58,,,0.0,0,0,0
87,TEXAS,4800190,BEATRICE MAYES INSTITUTE CHARTER SCHOOL,harris,False,445,0.07415730337078652,-0.54,,,0.0,0,0,0
88,TEXAS,4800192,ACCELERATED INTERMEDIATE ACADEMY,dallas,False,272,0.08088235294117647,-0.63,,,0.0,0,0,0
89,TEXAS,4800194,TEXAS PREPARATORY SCHOOL,hays,False,249,0.0963855421686747,-0.54,,,0.0,0,0,0
90,TEXAS,4800195,VANGUARD ACADEMY,hidalgo,False,3283,0.059756320438623216,-0.625,1.7971367651538228,5.604629911666159,0.0,0,0,0
91,TEXAS,4800201,NOVA ACADEMY (SOUTHEAST),dallas,False,543,0.07550644567219153,-0.63,,,0.0,0,0,0
92,TEXAS,4800202,WINFREE ACADEMY CHARTER SCHOOLS,dallas,False,1252,0.046709265175718856,-0.63,1.4376996805111821,,0.07987220447284345,0,0,1
93,TEXAS,4800203,A+ ACADEMY,dallas,False,1352,0.056360946745562135,-0.63,5.325443786982249,0.8136094674556213,0.07396449704142012,0,0,0
94,TEXAS,4800204,INSPIRED VISION ACADEMY,dallas,False,1320,0.06242424242424243,-0.63,4.015151515151516,6.666666666666667,0.0,0,0,0
95,TEXAS,4800205,EL PASO ACADEMY,el paso,False,453,0.04415011037527594,-0.685,0.0,,0.0,0,0,0
96,TEXAS,4800207,PREMIER HIGH SCHOOLS,hidalgo,False,7276,0.04007421660252886,-0.625,1.2231995601979109,,0.027487630566245192,0,0,0
97,TEXAS,4800209,YES PREP PUBLIC SCHOOLS INC,harris,False,10860,0.062154696132596686,-0.54,14.244935543278084,24.08839779005525,0.44198895027624313,0,1,0
98,TEXAS,4800210,HARMONY SCIENCE ACADEMY,harris,False,3410,0.06451612903225806,-0.54,11.026392961876832,10.791788856304986,0.17595307917888564,0,0,5
99,TEXAS,4800211,IDEA PUBLIC SCHOOLS,hidalgo,False,35595,0.054726506531816266,-0.625,6.158168282062087,14.215479702205366,0.0056187666807135835,0,0,0
100,TEXAS,4800213,PANOLA CHARTER SCHOOL,panola,False,147,0.034013605442176874,0.8250000000000001,0.6802721088435374,,0.0,0,0,0
101,TEXAS,4800214,BRAZOS RIVER CHARTER SCHOOL,somervell,False,236,0.06567796610169492,0.855,2.5423728813559325,,0.0,0,0,0
102,TEXAS,4800221,EHRHART SCHOOL,jefferson,False,387,0.07493540051679587,0.52,,,0.0,0,0,0
103,TEXAS,4800227,BIG SPRINGS CHARTER SCHOOL,kerr,False,233,0.09871244635193133,0.785,6.008583690987124,,0.8583690987124464,0,0,0
104,TEXAS,4800231,FORT WORTH ACADEMY OF FINE ARTS,tarrant,False,785,0.11337579617834395,0.53,7.643312101910828,17.452229299363058,0.0,0,0,0
105,TEXAS,4800232,CEDARS INTERNATIONAL ACADEMY,travis,False,504,0.07234126984126985,-0.7050000000000001,1.7857142857142856,,0.0,0,0,0
106,TEXAS,4800235,ORENDA CHARTER SCHOOL,williamson,False,1658,0.05910735826296743,0.52,6.7551266586248495,17.430639324487334,0.12062726176115801,0,0,0
107,TEXAS,4800236,EVOLUTION ACADEMY CHARTER SCHOOL,dallas,False,809,0.0369221260815822,-0.63,4.326328800988875,,0.6180469715698393,0,0,0
108,TEXAS,4800237,GOLDEN RULE CHARTER SCHOOL,dallas,False,1441,0.06037473976405274,-0.63,,,0.0,0,0,0
109,TEXAS,4800240,PROMISE COMMUNITY SCHOOL,harris,False,1913,0.05384213277574491,-0.54,,,0.0,0,0,0
110,TEXAS,4800241,HARMONY SCIENCE ACADEMY (AUSTIN),travis,False,3928,0.07204684317718942,-0.7050000000000001,8.655804480651732,8.783095723014258,0.15274949083503053,0,0,0
111,TEXAS,4800246,LIGHTHOUSE CHARTER SCHOOL DISTRICT,bexar,False,288,0.0763888888888889,-0.5700000000000001,,,0.0,0,0,0
112,TEXAS,4800248,ST ANTHONY SCHOOL,dallas,False,335,0.056716417910447764,-0.63,,,0.0,0,0,0
113,TEXAS,4800251,UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL,travis,False,294,0.07227891156462585,-0.7050000000000001,,,0.0,0,0,0
114,TEXAS,4800252,TEXAS SCH FOR THE BLIND & VISUALLY IMPAIRED,travis,False,127,1.1181102362204725,-0.7050000000000001,8.661417322834646,0.7874015748031495,0.0,0,0,0
115,TEXAS,4800253,TEXAS SCH FOR THE DEAF,travis,False,477,0.23689727463312368,-0.7050000000000001,8.59538784067086,,0.0,0,0,0
116,TEXAS,4800254,WESTLAKE ACADEMY CHARTER SCHOOL,tarrant,False,853,0.07596717467760844,0.53,9.730363423212191,18.522860492379838,0.0,0,0,0
117,TEXAS,4800255,EAST FORT WORTH MONTESSORI ACADEMY,tarrant,False,377,0.08488063660477453,0.53,,,0.0,0,0,0
118,TEXAS,4800258,SCHOOL OF SCIENCE AND TECHNOLOGY,harris,False,1581,0.08159392789373814,-0.54,0.4427577482605946,9.361163820366857,0.06325110689437065,0,0,0
119,TEXAS,4800259,TRINITY CHARTER SCHOOL,harris,False,505,0.1188118811881188,-0.54,0.7920792079207921,,0.0,0,0,0
120,TEXAS,4800261,HARRIS COUNTY DEPT OF ED,harris,False,284,0.20422535211267606,-0.54,0.0,,0.0,3,0,4
121,TEXAS,4800262,MEYERPARK ELEMENTARY,harris,False,248,0.05241935483870968,-0.54,,,0.0,0,0,0
122,TEXAS,4800263,DRAW ACADEMY,harris,False,653,0.042879019908116385,-0.54,,,0.0,0,0,0
123,TEXAS,4800264,KIPP AUSTIN PUBLIC SCHOOLS INC,harris,False,5167,0.056318947164699054,-0.54,2.844977743371395,9.928391716663441,0.0,10,8,5
124,TEXAS,4800265,AUSTIN DISCOVERY SCHOOL,travis,False,524,0.11068702290076336,-0.7050000000000001,,,0.0,0,0,0
125,TEXAS,4800266,HARMONY SCIENCE ACAD (SAN ANTONIO),bexar,False,4308,0.06731662024141133,-0.5700000000000001,7.474466109563603,9.076137418755803,0.44103992571959144,0,2,2
126,TEXAS,4800268,BROOKS ACADEMY OF SCIENCE AND ENGINEERING,bexar,False,2905,0.05211703958691911,-0.5700000000000001,2.8227194492254735,8.19277108433735,0.0,0,0,0
127,TEXAS,4800270,LA ACADEMIA DE ESTRELLAS,dallas,False,1088,0.057904411764705885,-0.63,,,0.1838235294117647,0,0,0
128,TEXAS,4800271,RICHLAND COLLEGIATE HIGH SCHOOL,dallas,False,582,0.0,-0.63,36.769759450171826,,1.0309278350515463,0,0,0
129,TEXAS,4800272,HARMONY SCIENCE ACAD (EL PASO),el paso,False,3481,0.07411663315139327,-0.685,4.596380350474002,5.630565929330652,0.2872737719046251,1,0,0
130,TEXAS,4800274,HARMONY SCHOOL OF EXCELLENCE,harris,False,4941,0.06609997976118195,-0.54,7.164541590771099,6.78000404776361,0.44525399716656544,0,0,8
131,TEXAS,4800275,STEP CHARTER SCHOOL,harris,False,469,0.06823027718550106,-0.54,,,0.0,0,0,0
132,TEXAS,4800278,CROSSTIMBERS ACADEMY,parker,False,109,0.06422018348623854,0.84,4.587155963302752,,0.0,0,0,0
133,TEXAS,4800279,CORPUS CHRISTI MONTESSORI SCHOOL,nueces,False,146,0.06164383561643835,0.52,,,0.0,0,0,0
134,TEXAS,4800283,THE RHODES SCHOOL,harris,False,1181,0.07959356477561388,-0.54,,,0.0,0,0,0
135,TEXAS,4800284,AMBASSADORS PREPARATORY ACADEMY,galveston,False,308,0.06818181818181818,0.63,,,0.0,0,0,0
136,TEXAS,4800286,LA FE PREPARATORY SCHOOL,el paso,False,249,0.09236947791164658,-0.685,,,0.0,0,0,0
137,TEXAS,4800287,TEXAS SCHOOL OF THE ARTS,tarrant,False,346,0.06936416184971098,0.53,,,0.2890173410404624,0,0,0
138,TEXAS,4800288,CITYSCAPE SCHOOLS,dallas,False,733,0.044515688949522514,-0.63,,,0.0,0,0,0
139,TEXAS,4800289,SEASHORE CHARTER SCHOOLS,nueces,False,488,0.07418032786885247,0.52,,,0.20491803278688525,0,0,0
140,TEXAS,4800292,HARMONY SCIENCE ACAD (WACO),dallas,False,9624,0.06587697423108894,-0.63,8.31255195344971,7.948877805486284,0.5610972568578554,0,4,9
141,TEXAS,4801394,VISTA DEL FUTURO CHARTER SCHOOL,el paso,False,338,0.07692307692307693,-0.685,,,0.0,0,0,0
142,TEXAS,4801395,STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,nacogdoches,False,255,0.06823529411764705,0.68,,,0.0,0,0,0
143,TEXAS,4801400,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,bexar,False,1694,0.07319952774498228,-0.5700000000000001,0.0,1.2396694214876034,0.05903187721369539,0,0,1
144,TEXAS,4801404,MEADOWLAND CHARTER DISTRICT,bexar,False,139,0.1366906474820144,-0.5700000000000001,0.0,,0.0,0,0,0
145,TEXAS,4801405,HARMONY SCHOOL OF SCIENCE - HOUSTON,fort bend,False,3406,0.05989430416911333,-0.52,13.652378156194949,12.830299471520846,0.11743981209630064,0,0,6
146,TEXAS,4801407,CHAPEL HILL ACADEMY,tarrant,False,510,0.06862745098039216,0.53,,,0.0,0,0,0
147,TEXAS,4801409,TEXAS LEADERSHIP,midland,False,2784,0.06795977011494253,0.8,1.0057471264367817,,0.0,0,4,13
148,TEXAS,4801410,BOB HOPE SCHOOL,jefferson,False,976,0.05942622950819672,0.52,12.90983606557377,,0.0,0,0,0
149,TEXAS,4801412,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,bexar,False,137,0.06569343065693431,-0.5700000000000001,0.0,11.678832116788321,0.0,0,0,0
150,TEXAS,4801414,Promesa Public Schools,travis,False,764,0.049738219895287955,-0.7050000000000001,11.387434554973822,5.7591623036649215,0.0,0,0,0
151,TEXAS,4801415,MANARA ACADEMY,dallas,False,825,0.09454545454545454,-0.63,1.4545454545454546,0.12121212121212122,0.0,0,0,0
152,TEXAS,4801416,ARROW ACADEMY,harris,False,635,0.06771653543307087,-0.54,,,0.0,0,0,0
153,TEXAS,4801417,COMPASS ACADEMY CHARTER SCHOOL,ector,False,1029,0.052478134110787174,0.735,,,0.0,0,0,0
154,TEXAS,4801418,THE LAWSON ACADEMY,harris,False,233,0.08283261802575108,-0.54,,,0.0,0,0,0
155,TEXAS,4801420,LEADERSHIP PREP SCHOOL,denton,False,1098,0.06284153005464481,0.58,0.0,,0.0,0,0,0
156,TEXAS,4801421,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,tarrant,False,2714,0.09100221075902726,0.53,3.2792925571112748,0.9211495946941783,0.036845983787767135,0,0,0
157,TEXAS,4801422,MERIDIAN WORLD SCHOOL LLC,williamson,False,1593,0.06528562460765851,0.52,10.232266164469554,,0.12554927809165098,0,0,0
158,TEXAS,4801425,UME PREPARATORY ACADEMY,dallas,False,782,0.0579539641943734,-0.63,0.0,,0.0,0,0,0
159,TEXAS,4801427,UT TYLER UNIVERSITY ACADEMY,anderson,False,703,0.06541963015647226,0.8,3.2716927453769555,,0.0,0,0,0
160,TEXAS,4801428,LEGACY PREPARATORY,collin,False,1397,0.06227630637079456,0.5700000000000001,0.0,,0.0,0,0,0
161,TEXAS,4801429,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,collin,False,1341,0.05592841163310962,0.5700000000000001,6.0402684563758395,11.0365398956003,0.0,0,0,0
162,TEXAS,4801431,AUSTIN ACHIEVE PUBLIC SCHOOLS,travis,False,809,0.069221260815822,-0.7050000000000001,22.249690976514216,22.373300370828183,0.6180469715698393,0,0,0
163,TEXAS,4801432,TEXAS JUVENILE JUSTICE DEPARTMENT,brown,False,1075,0.10944186046511627,0.875,0.0,,,0,0,0
164,TEXAS,4801433,EXCELLENCE IN LEADERSHIP ACADEMY,hidalgo,False,231,0.08225108225108226,-0.625,,,0.0,0,0,0
165,TEXAS,4801434,THE PRO-VISION ACADEMY,harris,False,412,0.04466019417475728,-0.54,0.0,,0.0,0,0,0
166,TEXAS,4801435,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,bexar,False,319,0.07053291536050156,-0.5700000000000001,,,0.0,0,0,0
167,TEXAS,4801436,VILLAGE TECH SCHOOLS,dallas,False,921,0.055874049945711185,-0.63,6.948968512486428,4.7774158523344195,0.0,0,0,1
168,TEXAS,4801438,BASIS TEXAS,bexar,False,2422,0.07597027250206441,-0.5700000000000001,3.7159372419488026,11.560693641618498,0.0,0,1,2
169,TEXAS,4801439,EL PASO LEADERSHIP ACADEMY,el paso,False,192,0.078125,-0.685,,,0.0,0,0,0
170,TEXAS,4801440,INTERNATIONAL LEADERSHIP OF TEXAS (ILTexas),tarrant,False,16131,0.06809373256462713,0.53,1.1964540326080217,4.265079660281446,0.09298865538404315,0,0,0
171,TEXAS,4801441,GREAT HEARTS TEXAS,bexar,False,2757,0.0729778745012695,-0.5700000000000001,2.6478055857816467,,0.0,0,0,0
172,TEXAS,4801442,MONTESSORI FOR ALL,travis,False,545,0.04220183486238532,-0.7050000000000001,,,0.0,0,0,0
173,TEXAS,4801443,UTPB STEM ACADEMY,ector,False,653,0.05053598774885146,0.735,0.0,,0.1531393568147014,0,0,0
174,TEXAS,4801446,BETA ACADEMY,harris,False,549,0.04189435336976321,-0.54,,,0.0,0,0,0
175,TEXAS,4801447,KI CHARTER ACADEMY,dallas,False,179,0.11815642458100557,-0.63,0.0,,0.0,0,0,0
176,TEXAS,4801450,HIGH POINT ACADEMY,tarrant,False,966,0.06967908902691512,0.53,0.2070393374741201,0.4140786749482402,0.5175983436853002,0,0,0
177,TEXAS,4801451,PIONEER TECHNOLOGY & ARTS ACADEMY,dallas,False,289,0.08996539792387544,-0.63,0.0,,0.0,0,0,0
178,TEXAS,4801452,LONE STAR LANGUAGE ACADEMY,collin,False,111,0.07567567567567568,0.5700000000000001,,,0.0,0,0,0
179,TEXAS,4801453,A+ UNLIMITED POTENTIAL,harris,False,157,0.025477707006369428,-0.54,,,0.0,2,0,0
180,TEXAS,4801454,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,harris,False,140,0.09014285714285714,-0.54,,,0.0,0,0,0
181,TEXAS,4801456,TRIVIUM ACADEMY,denton,False,522,0.06459770114942529,0.58,,,0.0,0,0,0
182,TEXAS,4801457,COMPASS ROSE ACADEMY,bexar,False,90,0.08888888888888889,-0.5700000000000001,,,0.0,0,0,0
183,TEXAS,4801458,GOODWATER MONTESSORI SCHOOL,williamson,False,299,0.05662207357859532,0.52,,,0.0,0,0,0
184,TEXAS,4807350,COLLEGE STATION ISD,brazos,False,13574,0.06609621334904965,0.61,6.556652423751289,6.114630912037719,0.6777663179608074,0,52,13
185,TEXAS,4807380,ABBOTT ISD,hill,False,290,0.07975862068965517,0.8200000000000001,4.827586206896552,,0.0,0,1,0
