County Name,Catholic Church,Non-Religious,Non-denominational Christian Churches,Southern Baptist Convention,United Methodist Church
Coleman County,0.0864133263925039,0.36985944820406036,0.1340447683498178,0.2788912024986986,0.048932847475273294
Collin County,0.1320494332833865,0.5277543178967838,0.08196417918860649,0.08222252493036408,0.045815503562822636
Collingsworth County,0.049019607843137254,-0.24811463046757165,0.07164404223227752,0.7134238310708899,0.18740573152337858
Colorado County,0.3905725543610449,0.3956803035462373,0.0,0.058617502553874594,0.03166804494819283
Comal County,0.33771927108810473,0.3952792861963703,0.0634670992749271,0.07134940340926682,0.04231552745803432
Comanche County,0.08592025893776666,0.4043695748124173,0.025011034279829335,0.35434750625275857,0.0734883036633809
Concho County,0.15501059642749015,0.590069633666364,0.0,0.1640932485619134,0.03966091432031486
Cooke County,0.2951185562062014,0.31232600556782186,0.12863588365172315,0.152203129499856,0.027047134491696264
Coryell County,0.07367648297690539,0.5858977290505818,0.11360764444658394,0.12995077804387856,0.01814833981201786
Cottle County,0.14202898550724638,0.10217391304347823,0.021739130434782608,0.508695652173913,0.10869565217391304
Crane County,0.2827807486631016,0.401283422459893,0.034224598930481284,0.2372192513368984,0.01839572192513369
Crockett County,0.18721755971594578,0.5219496449322143,0.0,0.14557779212395094,0.08779857972885732
Crosby County,0.3196960841613092,0.2211182544321061,0.00974089226573154,0.3029417494642509,0.07325150983830118
Culberson County,0.373400365630713,0.16956124314442422,0.0,0.2509140767824497,0.0
Dallam County,0.0421644413211525,0.4747716092761771,0.028109627547434995,0.16106816584680253,0.08713984539704848
Dallas County,0.1651572829026083,0.4102709008742552,0.0873000173328196,0.08065500457425735,0.05471431648810291
Dawson County,0.2178869621066153,0.33526011560693636,0.017662170841361593,0.28982016698779706,0.021836865767501604
DeWitt County,0.16071428571428573,0.5465597255851493,0.009584342211460855,0.08973970944309928,0.014023405972558516
Deaf Smith County,0.1991067104342679,0.373190550503148,0.08986708281762902,0.14814615508798365,0.03928321584243664
Delta County,0.0,0.4848948374760994,0.06080305927342256,0.30707456978967496,0.061950286806883366
Denton County,0.10247655065742005,0.5929324310310209,0.06324868549086408,0.13526922338601666,0.020217955874857408
Dickens County,0.16779661016949152,0.2293785310734463,0.062146892655367235,0.28700564971751413,0.1152542372881356
Dimmit County,0.681834010446895,0.1726059199071387,0.013929193267556587,0.08578061520603598,0.01706326175275682
Donley County,0.04604051565377532,0.17341927562922033,0.09208103130755065,0.46286065070595456,0.06384284837323512
Duval County,0.6089919641948937,0.0,0.0,0.23924321025328044,0.006713457430576747
Eastland County,0.05895627644569817,0.09850493653032444,0.2623413258110014,0.4458110014104372,0.024090267983074752
Ector County,0.16339430045225856,0.49706667635359714,0.09160203667714066,0.1512372026566407,0.011212622070460311
Edwards County,0.34739803094233473,-0.03586497890295348,0.2812939521800281,0.17721518987341772,0.13431786216596342
El Paso County,0.4796784407681102,0.3761559139474411,0.057995256781843155,0.021531622802102912,0.003294607448446671
Ellis County,0.07869372061001273,0.4929256189758645,0.10446078304019121,0.19797355225896962,0.029425060403730743
Erath County,0.07309907157127747,0.5239628628510988,0.029380655776236924,0.2282994476436714,0.05333176636502527
Falls County,0.18517208863743517,0.45768505421970773,0.01326025459688826,0.18688118811881188,0.04655822725129656
Fannin County,0.030564746789299536,0.5021311199596209,0.028882283663283045,0.3073860131232124,0.03059278784139981
Fayette County,0.4549621444649069,0.16459995907509717,0.0413341518313894,0.12424800491098834,0.04358502148557397
Fisher County,0.14705882352941177,0.07652505446623092,0.0,0.5977668845315904,0.09613289760348584
Floyd County,0.21084783413550537,0.3211773417252869,0.0,0.25731210662717513,0.09811181044057757
Foard County,0.05570776255707763,0.42922374429223753,0.0,0.1780821917808219,0.14520547945205478
Fort Bend County,0.15843014952982515,0.5735318961713899,0.06463461026594018,0.08357651325568591,0.030897725877787354
Franklin County,0.07520030891012645,0.0752237389158028,0.04440583067863693,0.24230138044212762,0.04923255140457573
Freestone County,0.02315410342166195,0.44877797787496787,0.17494211474144586,0.1731926935940314,0.07759197324414716
Frio County,0.10301876529779712,0.8005439216752788,0.0,0.03671471308131629,0.036660320913788416
Gaines County,0.10871376979349939,0.5467635892212241,0.013890175016205205,0.2540976016297805,0.004954162422446523
Galveston County,0.16115169868998125,0.5518247300973531,0.0885702716421145,0.05904779829018883,0.0370734739735715
Garza County,0.1887895460797799,0.5257909215955984,0.02579092159559835,0.11623108665749655,0.0687757909215956
Gillespie County,0.41844714686623014,0.1686810102899906,0.1560336763330215,0.04561272217025257,0.03244153414405987
Glasscock County,0.6532258064516129,0.24193548387096775,0.0,0.033154121863799284,0.033154121863799284
Goliad County,0.14503707929264117,0.6253565316600114,0.009982886480319452,0.12450085567598403,0.022247575584711923
Gonzales County,0.40604487864448174,0.16776064722943063,0.05190047321019692,0.2367577469088689,0.07795247544904085
Gray County,0.14891411881094832,0.16530833372591514,0.12531210251095304,0.43388137749093136,0.03801761907005229
Grayson County,0.048272503928642574,0.54463159292623,0.047615885733678615,0.2138140663848373,0.033694104453937126
Gregg County,0.1329131754119077,0.13557739518186718,0.16283131705825063,0.3249623709141252,0.04522734407070244
Grimes County,0.292503758370917,0.5190310236435698,0.00990843241765751,0.07872078720787208,0.01872352056853902
Guadalupe County,0.1026715921855639,0.6586684886454437,0.0419093719963406,0.10369645524764629,0.016617836091392307
Hale County,0.2843613553901974,0.1665026751122317,0.018756534038497016,0.30899083697189594,0.04412397761515282
Hall County,0.05486725663716814,0.5571681415929204,0.0,0.16495575221238937,0.10973451327433628
Hamilton County,0.03758209681342739,0.0,0.07419119435660423,0.1663828752128436,0.056555582583313065
Hansford County,0.18789025543992433,0.2312204351939452,0.02270577105014191,0.2747398297067171,0.17313150425733206
Hardeman County,0.057480980557903634,0.27669766131304585,0.0,0.4528036066497605,0.13158636235559312
Hardin County,0.09027049136597251,0.526755704148957,0.05352919208265903,0.2350304991908378,0.030979353025910976
Harris County,0.19411495525924485,0.41283325706567864,0.1067213116486601,0.1167550349862454,0.03483004642639361
Harrison County,0.039105739479074364,0.5333604497450573,0.04814131524281294,0.258487194758785,0.029082351573962432
Hartley County,0.055741360089186176,0.6127833519137866,0.16722408026755853,0.14288368636194723,0.003530286138981791
Haskell County,0.11539881831610044,-0.02381831610044305,0.0,0.6665435745937962,0.09028803545051699
Hays County,0.1704380939738745,0.6093451198214604,0.09512708085304085,0.04619047816582112,0.016978682275052163
Hemphill County,0.18332347723240686,0.2415730337078652,0.08870490833826139,0.1020106445890006,0.10762862211709048
Henderson County,0.08105903834449178,0.5150578210590384,0.07948874010955569,0.19524041387705418,0.03664029214850883
Hidalgo County,0.4657026278708424,0.38554010709925923,0.05119771791070315,0.02135669014367562,0.007273929954833649
Hill County,0.15077772202709483,0.384679712326476,0.04571556001561019,0.23440374644589396,0.03961086023303786
Hockley County,0.2154896225100989,0.3812973023169429,0.041788549937317176,0.22821191437990435,0.034452337837210384
Hood County,0.08698334361505243,0.49607130101626684,0.08945095619987661,0.20133770576966784,0.04511510113964739
Hopkins County,0.052953489004267815,0.4423845380161471,0.06551227335743605,0.22646587109576752,0.03870932666431076
Houston County,0.08198132874104958,0.4215535212544186,0.10106045499864044,0.19206018308710232,0.049487899936553975
Howard County,0.15926563396442914,0.44764773379231215,0.0783132530120482,0.19136546184738956,0.025444635685599543
Hudspeth County,0.29356652092442226,0.49344159900062456,0.0,0.03123048094940662,0.0
Hunt County,0.02651166513265837,0.5739125215094641,0.06146704550002001,0.21138300852375044,0.021699547801032455
Hutchinson County,0.03637774651986225,0.4690304117960906,0.10573798321773294,0.2285007518067614,0.027113547072803997
Irion County,0.16853932584269662,0.6047587574355585,0.0,0.023793787177792465,0.18374091209517515
Jack County,0.08840887629839471,0.5375354107648725,0.007082152974504249,0.23937677053824363,0.03906987724268177
Jackson County,0.24753135842006938,0.0,0.0,0.20789965305577796,0.051174272751534564
Jasper County,0.03214069132807762,0.3286537295330503,0.07313523347483324,0.3818374772589448,0.04651303820497271
Jeff Davis County,0.15030060120240482,0.6407815631262526,0.025050100200400802,0.11122244488977956,0.0
Jefferson County,0.2640161231220227,-0.4007382686890011,0.09854751565143494,0.12001902341283145,0.03512314541216095
Jim Hogg County,0.8745349317899959,0.07441091360066143,0.0,0.002687060768912774,0.010748243075651096
Jim Wells County,0.5219973772852331,0.2536833714741199,0.033941014630634335,0.13046720320896865,0.010028027049960146
Johnson County,0.018262962201337208,0.6349074902599388,0.04489598559415763,0.15159481345212225,0.026872009203732623
Jones County,0.0876265066368306,0.5340995778874027,0.00711997152011392,0.19249351574022275,0.04231297360524844
Karnes County,0.4143439836845683,0.3667573079537729,0.012236573759347382,0.12773623385452074,0.019442556084296396
Kaufman County,0.06802009496937582,0.5911224279127383,0.04401624113963251,0.1889064758103365,0.01645447663615718
Kendall County,0.37453420357279976,0.22834752365681243,0.10772601007249487,0.11956006233203098,0.05847015515255539
Kenedy County,0.6314285714285715,0.36857142857142855,0.0,0.0,0.0
Kent County,0.06640106241699867,0.1155378486055777,0.0,0.6387782204515272,0.05843293492695883
Kerr County,0.2107114338948249,0.3712308452792882,0.09563101258602989,0.10650595079660824,0.05724552264344652
Kimble County,0.09776014932337844,0.5447970135324312,0.05272981801213252,0.12949136724218385,0.06556229584694354
King County,0.0,-3.524528301886792,0.7547169811320755,3.769811320754717,0.0
Kinney County,0.3026526046660275,0.40268456375838924,0.0,0.1684244167465644,0.07478427612655801
Kleberg County,0.4132409793814433,0.37367912371134027,0.018878865979381442,0.08147551546391753,0.01907216494845361
Knox County,0.12168207575305696,0.24694303608708612,0.0,0.36027438115120786,0.11959439308082315
La Salle County,0.7551020408163265,0.14105642256902773,0.0,0.07382953181272509,0.015906362545018007
Lamar County,0.06646302507586647,0.47626177926848745,0.04791566842357451,0.2092517169781185,0.04182638556141192
Lamb County,0.2520505940973553,0.24637792257569946,0.027596780375622843,0.2875431199693369,0.07106170946722883
Lampasas County,0.12997641836593146,0.5504693207564618,0.08258195773801268,0.14130485041845842,0.03722199102973135
Lavaca County,0.6189703496090869,0.13713920440576288,0.04867974627526184,0.06220189801839013,0.03992722623789153
Lee County,0.25826753633138805,0.0,0.038333905481176336,0.09840942899645268,0.0394782011671816
Leon County,0.054838094026337554,0.0,0.07156943825943127,0.2115274508556524,0.051593612825243336
Liberty County,0.11930850831623521,0.0237777048117781,0.05184004889335138,0.21782642860261056,0.01956825424542716
Limestone County,0.09848279599024655,0.3484150636683825,0.06682922423914026,0.24677142599114965,0.08949697462295673
Lipscomb County,0.2451781627983001,0.08630271330500161,0.09807126511932004,0.2520431513566525,0.18764302059496568
Live Oak County,0.26096162329069256,0.4153506837229819,0.0458756065284517,0.18614909572121746,0.03696515218350242
Llano County,0.07804923974956456,0.5852280751306312,0.09414866073530104,0.13877512592383373,0.0539471826013275
Lubbock County,0.1266003302869247,0.4878653356468441,0.10253059017058386,0.12623012564423655,0.04187175467343122
Lynn County,0.2503573981415297,0.2242673338098642,0.026804860614724802,0.34631879914224445,0.06129378127233738
Madison County,0.1600891861761427,0.0,0.033444816053511704,0.15191378669639538,0.030471943515421776
Marion County,0.026323907455012854,0.0,0.03598971722365039,0.13223650385604113,0.08616966580976863
Martin County,0.2018331105594806,0.0,0.028642352491884668,0.254725988161161,0.07236967729616192
Mason County,0.1748039463698457,0.21983303819883626,0.20237794080445232,0.07791550720971414,0.191500126486213
Matagorda County,0.20584746931457729,0.4425044821403944,0.047165908150599914,0.18863605019997243,0.02772031443938767
Maverick County,0.6455335394820945,0.22789227287646618,0.03282256810682882,0.007704665987181923,0.0011056022941247604
McCulloch County,0.11231979030144168,0.5165137614678899,0.08781127129750983,0.11546526867627785,0.02346002621231979
McLennan County,0.19801672429474362,0.4266575587441812,0.05594464634525422,0.17967295906423772,0.0369830262607501
McMullen County,0.3333333333333333,0.45166666666666666,0.0,0.215,0.0
Medina County,0.48620635295972253,0.31484984629936164,0.01879877039489241,0.08965870576180342,0.029932214077402066
Menard County,0.1162079510703364,0.49949031600407745,0.1580020387359837,0.05963302752293578,0.08970438328236494
Midland County,0.15205638210879913,0.3475759340639947,0.12554196596130202,0.18308889712500662,0.022066912573610303
Milam County,0.1743960572028763,0.40486386038620026,0.03514583501656298,0.1722549890926719,0.051022057041286255
Mills County,0.10098743267504488,0.13577199281867147,0.04488330341113106,0.49506283662477557,0.08258527827648116
Mitchell County,0.3497219132369299,0.257174638487208,0.0,0.2832035595105673,0.05161290322580645
Montague County,0.0641121963436013,0.563335837716003,0.04157275231655397,0.19348860505885299,0.030503380916604057
Montgomery County,0.1507713037297544,0.5015996634662652,0.051930636658000816,0.1348455861376468,0.05369066940879339
Moore County,0.084979867028748,0.3830414832849518,0.19852046071729562,0.21649967225395636,0.0224271935574492
Morris County,0.07508560928756368,-0.4785767977950388,0.851916812828865,0.25365405495698656,0.0601353044349787
Motley County,0.07149576669802446,0.35653809971777983,0.28222013170272814,0.09125117591721543,0.09501411100658513
Nacogdoches County,0.123737490913028,0.44174284255951,0.07486118200238194,0.19200965152429122,0.02468562943714909
Navarro County,0.04537853450896929,0.5495781392520523,0.015012161751292186,0.19534813013073882,0.059079507449072664
Newton County,0.012277973315871327,0.6506507325857411,0.03274126217565687,0.20152246869116805,0.010804616517966768
Nolan County,0.1589089428687746,0.41783145609987793,0.03663997828742027,0.17119012077622472,0.07063373592074908
Nueces County,0.4023721749372837,0.36190815962489176,0.06442643652775654,0.07693004660539444,0.01488201416849294
Ochiltree County,0.22466300549176235,0.2299550673989017,0.18372441337993012,0.20129805292061906,0.06280579131303045
Oldham County,0.08873720136518772,0.7076222980659841,0.08532423208191127,0.09385665529010238,0.0
Orange County,0.12686303178945382,0.0,0.05648052070559381,0.2763064805207056,0.024478822752570514
Palo Pinto County,0.08254426414164526,0.4440846210707875,0.033932908585307474,0.30842338695483823,0.027843289098525115
Panola County,0.06553732604152772,0.3840202747765773,0.051576186029967545,0.2605931261393446,0.056867191320972836
Parker County,0.07102859224676498,0.5552414621311277,0.07029995547219711,0.19129413987127417,0.041167977763085103
Parmer County,0.11652649711216942,0.4153409666632891,0.03039821663795724,0.25341979937177017,0.06586280271557401
Pecos County,0.29915092476798527,0.4854209175278089,0.028960705588099784,0.0663463437109195,0.013822154939774896
Polk County,0.051313768130399215,0.0,0.028130798236338607,0.10436326636474273,0.03772719110986972
Potter County,0.18603670111790763,0.22474583421219152,0.17439358785066442,0.25964986289812275,0.02596076777051255
Presidio County,0.5659761865927255,0.2798890882400913,0.06524221171097701,0.025933779155113357,0.012069809166530745
Rains County,0.04924366984544558,0.5414337389016771,0.024662939822426833,0.20757974350542585,0.020552449852022363
Randall County,0.012788359750769078,0.505388872706088,0.24265202162653726,0.11156422953684823,0.036496557799833754
Reagan County,0.20649926144756278,0.33293943870014764,0.0,0.303397341211226,0.03308714918759232
Real County,0.21754894851341552,0.29550398839738934,0.0725163161711385,0.2614213197969543,0.0779550398839739
Red River County,0.03245015966168983,0.46621213428842667,0.05609735047898507,0.21921118494864936,0.08311038232501942
Reeves County,0.07865473284513154,0.7432194195823163,0.009492812584757255,0.08394358557092488,0.009289395172226742
Refugio County,0.31538347426197894,0.17920189882806703,0.050437620531078475,0.3538050734312417,0.018394896899569798
Roberts County,0.0,0.3796856106408706,0.0,0.3555018137847642,0.15840386940749698
Robertson County,0.2441964552127469,0.3329354896461181,0.026257683356209344,0.2501641105209763,0.048815420421316466
Rockwall County,0.1251634684053831,0.25851658798542,0.030514102338177872,0.4531483319266549,0.04426863539821367
Runnels County,0.28565656565656566,0.1454545454545454,0.03232323232323232,0.406969696969697,0.04252525252525253
Rusk County,0.06314398437200751,0.567376565672042,0.04404948864289271,0.15168345654422186,0.03219443061247941
Sabine County,0.010410349706893066,0.320699413786133,0.04042854255104104,0.3159490600363857,0.03618354558318173
San Augustine County,0.02525890376357666,0.5063147259408942,0.06314725940894166,0.22518312705228594,0.015407931295781763
San Jacinto County,0.00883147215531713,0.7868403766148456,0.03868330778775272,0.08134442741405737,0.019049704401138602
San Patricio County,0.3806268635008363,0.37354374227328924,0.03447022034761108,0.09714202603447022,0.0311977310741037
San Saba County,0.14712041884816754,0.22233856893542758,0.0,0.5347294938917976,0.032460732984293195
Schleicher County,0.6189310485516116,-0.13953488372093026,0.0,0.3602611179110567,0.09098327213382293
Scurry County,0.15952043467989604,0.42469879518072284,0.0383888495157099,0.23860146468225846,0.01754075124025514
Shackelford County,0.044444444444444446,0.414170692431562,0.0,0.3404186795491143,0.04251207729468599
Shelby County,0.02743318624594122,0.4649487969361419,0.02247939388893514,0.2634251935725585,0.03825659811839147
Sherman County,0.08986340762041696,0.29007907979870595,0.0,0.3626887131560029,0.12329259525521208
Smith County,0.09606003109487363,0.3844499933612874,0.09760192565498396,0.23840688027617044,0.03844885407252901
Somervell County,0.08310700706137969,0.4351982618142314,0.09234111895708853,0.28832156436719175,0.07626290059750136
Starr County,0.7695843446601942,0.1563410194174757,0.010467233009708738,0.015260922330097088,0.003549757281553398
Stephens County,0.10702120646082848,0.1760246126799253,0.03516097132183277,0.5693879793429294,0.0505438962751346
Sterling County,0.11151603498542274,0.27478134110787167,0.0,0.3396501457725947,0.23323615160349853
Stonewall County,0.13654618473895583,-0.6698795180722892,0.4819277108433735,0.5493975903614458,0.18072289156626506
Sutton County,0.34638196915776986,0.14620403321470943,0.10379596678529063,0.23013048635824437,0.0830367734282325
Swisher County,0.09037440826280305,0.3045474107014775,0.0,0.41012767178310144,0.08090661311146177
Tarrant County,0.17042461054466893,0.3933669408331122,0.12429215782890497,0.1321395406132737,0.0435578781791305
Taylor County,0.07615496340986537,-0.06915951109704954,0.0996871683146193,0.2625621473660689,0.04161778671582593
Terrell County,0.4763157894736842,-0.011842105263157876,0.19736842105263158,0.275,0.0
Terry County,0.1821485926802468,0.4060518975572648,0.03211900938213169,0.23303186543825544,0.009044036852337081
Throckmorton County,0.0,-0.11388888888888893,0.0,0.7611111111111111,0.17916666666666667
Titus County,0.29391621595673184,0.06935065766313575,0.03168304157199091,0.3418248151822575,0.021698083015969535
Tom Green County,0.18459538511537213,0.3984567052490354,0.06689832754181145,0.2144529720090331,0.030815896269259936
Travis County,0.19509404830923865,0.561333697104608,0.05096001512957801,0.05367357315367993,0.015455111968178281
Trinity County,0.04506690192618733,0.5186737244522864,0.08381120423467137,0.24312601088075284,0.03117188648728128
Tyler County,0.03358925143953935,0.47353268006869376,0.03788261440549551,0.33579149409031217,0.025204566117789675
Upshur County,0.01100459747627898,0.5549985327203365,0.025188300890149663,0.23253937200430402,0.015675437738432944
Upton County,0.3675937122128174,0.04322853688029027,0.04534461910519952,0.37605804111245467,0.03536880290205562
Uvalde County,0.21511154535092006,0.42867611138251094,0.06513597134017261,0.11899527764207783,0.06037290343592249
Val Verde County,0.22115748329340562,0.5844576135838272,0.07796410709032069,0.025049384272685243,0.00979279620056319
Van Zandt County,0.02693941989553417,0.57368871869804,0.06022740632505332,0.20612687055978232,0.048319645286441275
Victoria County,0.263198239139719,0.4361961913730986,0.0795672313538256,0.10982380446566432,0.020280554977605975
Walker County,0.1687041884816754,0.46858638743455494,0.07643979057591622,0.14382198952879582,0.028520942408376965
Waller County,0.11777652568933338,0.6642603091875903,0.022361517061661444,0.05817515934781843,0.018470260943057364
Ward County,0.23694606664376502,0.32729302645139136,0.017176228100309172,0.3228272071453109,0.009361044314668499
Washington County,0.25747800586510267,-0.06957612615374908,0.03597262952101662,0.11794442117022762,0.03021924312246893
Webb County,0.5985796326662024,0.3132145825377929,0.017745232372694805,0.006832288835478485,0.0013327642879070358
Wharton County,0.35857589607890306,0.2667548713014193,0.08948761125811884,0.13310079384171278,0.03406302622083233
Wheeler County,0.012224448897795592,0.6346693386773548,0.0,0.1376753507014028,0.11923847695390781
Wichita County,0.1729880170081175,0.3165906455353691,0.06945496714340936,0.2868419018167762,0.031202164669501355
Wilbarger County,0.055404671374253124,0.13540777527741132,0.029487080003103905,0.5297586715294483,0.0453945836889889
Willacy County,0.13206705018845466,0.7703332672088872,0.014878000396746678,0.008728426899424718,0.022664153937710773
Williamson County,0.17025140513319004,0.592673110931222,0.07256611884397315,0.042763995093733013,0.030687156516156364
Wilson County,0.27339054931360923,0.5947380057483971,0.017687375635640063,0.05875022611701807,0.019476212489699114
Winkler County,0.1283532280836863,0.48170966499807477,0.006417661404184315,0.31164163778719034,0.0
Wise County,0.07242977036950693,0.5392382562070172,0.1270544352488635,0.1929420678400746,0.023298169949877608
Wood County,0.055170260687286754,0.31126374239011667,0.07559708315679148,0.36436010079611086,0.04234774658252124
Yoakum County,0.4207174421627242,0.09890824018715882,0.07148427345983883,0.19131791005978685,0.0995580972186119
Young County,0.1033189679297028,0.11792690434879949,0.06693904964459618,0.47405831980746627,0.08725583477920187
Zapata County,0.5497876016991864,0.34962920296637623,0.01583987328101375,0.031031751745986033,0.004103967168262654
Zavala County,0.8376421923474664,0.0351602895553258,0.008066184074457083,0.03660806618407446,0.004033092037228542
