,LEA_STATE_NAME,LEAID,LEA_NAME,banned_books,LEA_ENR,SCH_FTETEACH_TOT,SATACT_P,APENR_P,P_EXPULSIONS,TOT_DIS_HB,TOT_RAC_HB,TOT_SEX_HB,NMCNTY,Median Household Income,PVI_parsed,County Name,Catholic Church,Non-Religious,Non-denominational Christian Churches,Southern Baptist Convention,United Methodist Church
20,FLORIDA,1200600,GADSDEN,False,5317,0.0678013917622719,7.278540530374271,5.980816249764906,0.8839571186759451,,,,Gadsden County,41588,-1.0,Gadsden County,0.04944553461415598,0.41815360744763386,0.127093506137909,0.08923926436361977,0.030256012412723042
21,FLORIDA,1200630,GILCHRIST,False,2673,0.0599775533108866,7.631874298540965,1.122334455667789,0.411522633744856,,,,Gilchrist County,46149,0.7333333333333332,Gilchrist County,0.013994626063591581,0.7340461262875055,0.0,0.18148231079265562,0.006045678459471563
22,FLORIDA,1200660,GLADES,False,1675,0.0865671641791044,5.850746268656716,,0.0,,,,Glades County,41973,0.3999999999999999,Glades County,0.05921161141349167,0.4075540161636154,0.3711034141514102,0.11281543790202869,0.017318159327065808
23,FLORIDA,1200690,GULF,False,1977,0.0606474456246838,8.598887202832575,,0.0505816894284269,,,,Gulf County,47557,0.5,Gulf County,0.037485907553551294,0.2442220969560316,0.3452649379932356,0.1903889515219842,0.06912344983089064
24,FLORIDA,1200720,HAMILTON,False,1651,0.0611750454270139,8.540278619018776,1.2719563900666264,0.2422774076317383,,,,Hamilton County,45883,0.1666666666666666,Hamilton County,0.04293770949551822,0.6771636675235647,0.0799038478841678,0.32226690834623406,0.07069440006403285
25,FLORIDA,1200750,HARDEE,False,5206,0.0522954283519016,6.108336534767576,2.247406838263542,3.803303880138302,,,,Hardee County,43688,0.3999999999999999,Hardee County,0.16764717495163264,0.35870809807715087,0.07517668890906937,0.23563785683262922,0.01279267185217357
26,FLORIDA,1200780,HENDRY,False,7322,0.0344755531275607,10.693799508331058,7.074569789674952,0.5599562960939634,,,,Hendry County,43408,-5.551115123125783e-17,Hendry County,0.17337641030818546,0.5891617658194301,0.08405058179156466,0.04326207122845099,0.00903606855296701
27,FLORIDA,1200810,HERNANDO,True,22445,0.0621465805301849,7.248830474493205,4.286032523947427,0.0311873468478503,,,,Hernando County,46337,0.1666666666666666,Hernando County,0.20752127085314756,0.6331079865306017,0.053939284888054904,0.015751998560522326,0.011284476775570007
28,FLORIDA,1200840,HIGHLANDS,True,12398,0.056541377641555,9.05791256654299,5.073398935312147,0.0645265365381513,,,,Highlands County,41401,0.2333333333333332,Highlands County,0.16091272781152763,0.48431866449350525,0.1231787425297575,0.07188225416111028,0.030364992344544872
29,FLORIDA,1200870,HILLSBOROUGH,False,216924,0.0651721340192878,10.332190075786912,8.810919953532112,0.1636517858789253,,,,Hillsborough County,60558,-0.5,Hillsborough County,0.26517952926572963,0.3989026978370447,0.10895611750408628,0.07882860356688282,0.030924219153533248
30,FLORIDA,1200900,HOLMES,False,3276,0.068580586080586,5.982905982905983,0.7936507936507936,0.4578754578754579,,,,Holmes County,39502,1.0,Holmes County,0.00539357858851066,0.6043352159975577,0.030529690123645245,0.19345646975016537,0.025339642802625552
31,FLORIDA,1200930,INDIAN RIVER,True,17792,0.0633739883093525,10.870053956834532,8.498201438848922,0.0,,,,Indian River County,54630,0.0666666666666666,Indian River County,0.2995468996420257,0.4735900067589557,0.030540466117605827,0.024751545798182593,0.01938818935088993
32,FLORIDA,1200960,JACKSON,True,6646,0.0673818838399037,8.140234727655733,0.7974721637074932,5.100812518808306,,,,Jackson County,39558,0.3333333333333332,Jackson County,0.2606339176457504,0.4728333227667534,0.09192924618018132,0.4020499943563126,0.08052823204906832
33,FLORIDA,1200990,JEFFERSON,False,726,0.0747245179063361,6.749311294765841,9.366391184573002,0.9641873278236914,,,,Jefferson County,55257,-0.2333333333333334,Jefferson County,0.281038866057929,-0.1021166284408963,0.28462608215729296,0.300446314935919,0.09253182907859789
34,FLORIDA,1201020,LAFAYETTE,False,1216,0.0608552631578947,6.496710526315789,,0.1644736842105263,,,,Lafayette County,51923,0.8333333333333333,Lafayette County,0.060782883539995135,0.5354972039873571,0.02674446875759786,0.3097495745198152,0.006442985655239484
35,FLORIDA,1201050,LAKE,True,43174,0.061320702274517,9.596053180154724,8.947514707926068,0.1713994533747162,,,,Lake County,53783,0.0333333333333332,Lake County,0.1593047119982498,0.5926538457531592,0.0768838096031837,0.04139536821927513,0.024461136171853026
36,FLORIDA,1201080,LEE,True,93221,0.0590751011038285,7.607727872475086,5.171581510603834,0.4054880338121239,,,,Lee County,54328,-5.551115123125783e-17,Lee County,0.4460539042334729,0.5834150432032722,0.13215348483087969,0.11880841851042573,0.054256953621763616
37,FLORIDA,1201110,LEON,False,34232,0.0575712783360598,7.078172470203318,10.314910025706942,0.0,,,,Leon County,68504,-0.8333333333333334,Leon County,0.12326772051248736,0.5112457990814447,0.2097634026260594,0.2894711739475284,0.08880810436864883
38,FLORIDA,1201140,LEVY,False,5576,0.0591588952654232,7.711621233859398,2.994978479196557,0.3586800573888092,,,,Levy County,40518,0.4333333333333332,Levy County,0.030828381684725622,0.5671443551205873,0.06757543982290574,0.20438075265058836,0.022672725154374927
39,FLORIDA,1201170,LIBERTY,False,1422,0.0689732770745429,7.172995780590717,0.2812939521800281,0.3516174402250351,,,,Liberty County,40865,0.6666666666666666,Liberty County,0.11930850831623521,0.5346881638035011,0.08946232127860346,0.4218645525052943,0.03373931017720544
40,FLORIDA,1201200,MADISON,False,2785,0.0606822262118491,10.017953321364452,,0.0359066427289048,,,,Madison County,36375,-0.0333333333333333,Madison County,0.1758950632910136,0.48692119323241323,0.033444816053511704,0.38004156942123957,0.09241539854658828
41,FLORIDA,1201230,MANATEE,True,48893,0.055270284089747,5.974270345448224,5.049802630233367,0.0224981081136359,,,,Manatee County,58881,-0.0333333333333333,Manatee County,0.12876585524505266,0.6825548522678941,0.06139451102048985,0.03189312251382252,0.01725500988216457
42,FLORIDA,1201260,MARION,False,43087,0.0569849374521317,7.231879685287907,3.490612017545895,0.2135214797966904,,,,Marion County,43117,0.0999999999999999,Marion County,0.12840207551741112,0.6163422965193611,0.11694037536340798,0.1801604639739423,0.10673320795305902
43,FLORIDA,1201290,MARTIN,False,18807,0.0619944701440952,9.241239963843247,7.970436539586324,0.0638060296698038,,,,Martin County,65683,0.0999999999999999,Martin County,0.5046589464123125,0.4651173065877259,0.1250250048768346,0.2796579774814329,0.09938459230648188
44,FLORIDA,1201320,MONROE,False,8500,0.0659247058823529,11.31764705882353,10.16470588235294,0.0588235294117647,,,,Monroe County,59347,-0.2,Monroe County,0.3374520356203393,0.47820788184472807,0.03291744093443058,0.026099862441779087,0.01747230735815817
45,FLORIDA,1201350,NASSAU,False,11876,0.0556702593465813,10.382283597170764,6.138430447962277,0.0926237790501852,,,,Nassau County,64244,0.4666666666666665,Nassau County,0.10148087480077918,0.5911767310076146,0.06983796706215689,0.12392642110855322,0.019977421639808746
46,FLORIDA,1201380,OKALOOSA,False,31683,0.0597433955117886,6.542941009374112,8.0358551904807,0.4765962819177477,,,,Okaloosa County,65808,0.3666666666666666,Okaloosa County,0.08467978154468318,0.4727450535744657,0.1344463971880492,0.11127331481376496,0.09859780410832057
47,FLORIDA,1201410,OKEECHOBEE,False,6410,0.0599173166926677,8.28393135725429,2.121684867394696,0.2652106084243369,,,,Okeechobee County,43304,0.3666666666666666,Okeechobee County,0.05662899808293815,0.6215820805165977,0.12107759055594794,0.09012713147008375,0.01314196347492685
48,FLORIDA,1201440,ORANGE,True,204738,0.0537711611913762,12.698668542234463,13.492365852943763,0.2383534077699303,,,,Orange County,55071,-0.7666666666666667,Orange County,0.2838696364101707,0.5086425140638419,0.17124175009937298,0.31903929969508604,0.03722649602945266
49,FLORIDA,1201470,OSCEOLA,True,65930,0.059957227362354,13.060822084028514,7.855301076899742,0.2441983922341877,,,,Osceola County,51553,-0.7000000000000001,Osceola County,0.23279455353834755,0.525523856572393,0.09517413856984068,0.024636182125066897,0.005153657733316866
50,FLORIDA,1201500,PALM BEACH,True,193458,0.062439650983676,10.768228762832242,6.726007712268296,0.0046521725645876,,,,Palm Beach County,63493,-0.6333333333333333,Palm Beach County,0.19164905833100454,0.6056081292542308,0.05391400966766319,0.024649659460484617,0.00786628521415824
51,FLORIDA,1201530,PASCO,False,73682,0.0546307103498819,6.798132515404033,6.196900192720067,0.1655763958633044,,,,Pasco County,51197,-5.551115123125783e-17,Pasco County,0.13320021142890703,0.705482024093641,0.05266145925099352,0.018364771815174118,0.010313388183829248
52,FLORIDA,1201560,PINELLAS,True,101650,0.0798464338416133,10.181997048696507,8.291195277914412,0.3246433841613379,,,,Pinellas County,54899,-0.3666666666666667,Pinellas County,0.24208039353273408,0.5064127360138129,0.06538999298305612,0.028388907598422282,0.030613893965949577
53,FLORIDA,1201590,POLK,True,104040,0.0587178008458285,7.851787773933102,5.442137639369473,0.2220299884659746,,,,Polk County,51612,-0.1,Polk County,0.14618774853991806,0.5839836369002794,0.1353901997087969,0.16385880182042417,0.055710877662171226
54,FLORIDA,1201620,PUTNAM,False,11143,0.0526375302880732,7.547339136677735,2.620479224625325,0.7807592210356278,,,,Putnam County,38388,0.3333333333333332,Putnam County,0.07971795256474952,0.559021289944218,0.07364875001704832,0.1464246259598205,0.016270918290803453
55,FLORIDA,1201650,SANTA ROSA,True,27850,0.0591253141831238,8.908438061041293,4.786355475763016,0.1328545780969479,,,,Santa Rosa County,69712,0.5,Santa Rosa County,0.08316489361702127,0.5400265957446808,0.06693617021276596,0.1955531914893617,0.05160638297872341
56,FLORIDA,1201680,SARASOTA,True,42901,0.0707967180252208,7.407752733036525,5.8879746392857975,0.1025617118482086,,,,Sarasota County,58842,-0.1333333333333334,Sarasota County,0.2707036308253803,0.45527942010018296,0.11132564987580817,0.029283005304074138,0.019764703713773542
57,FLORIDA,1201710,SEMINOLE,True,67905,0.0532588174655769,13.917973639643618,11.784110153891469,0.2091156763124954,,,,Seminole County,68543,-0.3666666666666667,Seminole County,0.2007662639957864,0.46694743191124255,0.14198820870924445,0.03663115687173998,0.015932684302631804
58,FLORIDA,1201740,ST. JOHNS,True,40189,0.0519204259872104,9.14678145761278,10.793998357759586,0.1716887705591082,,,,St. Johns County,78815,,St. Johns County,0.12979793361982261,0.6357977507543202,0.059270366645332355,0.06429916796196397,0.008565420133491817
59,FLORIDA,1201770,ST. LUCIE,True,40846,0.0590114087058708,10.715859570092542,2.600009792880576,0.2521666748274005,,,,St. Lucie County,49377,,St. Lucie County,0.201241700230237,0.6391293518737888,0.04677030368196922,0.02031431296434668,0.006597291829928378
60,FLORIDA,1201800,SUMTER,False,8648,0.0622849213691026,7.990286771507864,7.735892691951897,0.2312673450508788,,,,Sumter County,56978,0.3333333333333332,Sumter County,0.1233352857759418,0.6971067883346692,0.022273259757075035,0.03847339540045625,0.044970405080461184
61,FLORIDA,1201830,SUWANNEE,False,6127,0.0556406071486861,6.29998367879876,2.51346499102334,0.1632120124041129,,,,Suwannee County,45691,0.6,Suwannee County,0.041680084648295534,0.49560656944380554,0.08464829553296223,0.23098863688641486,0.019482909325113863
62,FLORIDA,1201860,TAYLOR,False,2846,0.0586788475052705,7.624736472241743,3.127196064652144,0.3865073787772312,,,,Taylor County,36807,0.5666666666666667,Taylor County,0.0910659562525888,0.48938334080238155,0.18272992845409441,0.4641587705996898,0.0653377353302506
63,FLORIDA,1201890,UNION,False,2328,0.0657044673539519,7.388316151202749,1.0309278350515465,0.3436426116838488,,,,Union County,47535,0.7333333333333332,Union County,0.0,0.7551247909828451,0.09103858301851737,0.07289279742367002,0.0008670341239858798
64,FLORIDA,1201920,VOLUSIA,True,62893,0.0631311910705483,5.506177158030305,5.595217273782456,0.3195904154675401,,,,Volusia County,48360,-0.1,Volusia County,0.12979840771177667,0.6035953846403983,0.08670329134321995,0.02526271671758111,0.016829767515802747
65,FLORIDA,1201950,WAKULLA,False,5190,0.0619460500963391,5.163776493256262,6.339113680154143,0.9826589595375724,,,,Wakulla County,60243,0.3333333333333332,Wakulla County,0.009803340836393792,0.7978616277692216,0.03731785333491292,0.06450657505034949,0.021946451842198792
66,FLORIDA,1201980,WALTON,True,9480,0.0640801687763713,9.57805907172996,7.552742616033756,0.3270042194092827,,,,Walton County,46846,0.5666666666666667,Walton County,0.09832016466370094,0.635920589602284,0.07184117920456809,0.08658123630569019,0.04047540003983799
67,FLORIDA,1202010,WASHINGTON,False,3357,0.0661602621388144,9.562109025915996,2.829907655644921,0.0893655049151027,,,,Washington County,40950,0.6666666666666666,Washington County,0.26861632642754835,0.5753010363393388,0.07389031654210833,0.29714498993553295,0.0438064143050268
68,FLORIDA,1202012,FAU LAB SCH,False,2555,0.0586027397260273,7.632093933463796,,0.0,,,,Palm Beach County,63493,-0.6333333333333333,Palm Beach County,0.19164905833100454,0.6056081292542308,0.05391400966766319,0.024649659460484617,0.00786628521415824
69,FLORIDA,1202013,FSU LAB SCH,False,2405,0.0578378378378378,7.983367983367984,11.01871101871102,0.0831600831600831,,,,Leon County,68504,-0.8333333333333334,Leon County,0.12326772051248736,0.5112457990814447,0.2097634026260594,0.2894711739475284,0.08880810436864883
70,FLORIDA,1202014,FAMU LAB SCH,False,586,0.0733788395904436,8.020477815699659,1.877133105802048,0.0,,,,Leon County,68504,-0.8333333333333334,Leon County,0.12326772051248736,0.5112457990814447,0.2097634026260594,0.2894711739475284,0.08880810436864883
71,FLORIDA,1202015,UF LAB SCH,False,1153,0.0529054640069384,14.397224631396355,22.549869904596704,0.0,,,,Alachua County,57729,-0.7666666666666667,Alachua County,0.09837755146013187,0.5352176910812014,0.12263527586652685,0.07332260798368215,0.04615970237154718
72,FLORIDA,1202016,DEAF/BLIND,False,545,0.1688073394495413,17.79816513761468,,0.0,,,,St. Johns County,78815,,St. Johns County,0.12979793361982261,0.6357977507543202,0.059270366645332355,0.06429916796196397,0.008565420133491817
